Date,iata,snow_precip_cm
2015-01-10,GEG,0
2015-01-10,GFK,3.2
2015-01-10,GGG,0
2015-01-10,GJT,0
2015-01-10,GNV,4.7
2015-01-10,GPT,0
2015-01-10,GRB,0
2015-01-10,GRI,8
2015-01-10,GRK,8.9
2015-01-10,GRR,6.2
2015-01-10,GSO,6.8
2015-01-10,GSP,0
2015-01-10,GST,0
2015-01-10,GTF,0
2015-01-10,GTR,0
2015-01-10,GUC,1
2015-01-10,GUM,1.7
2015-01-10,HDN,0
2015-01-10,HIB,0
2015-01-10,HLN,1.9
2015-01-10,HNL,2
2015-01-10,HOB,0
2015-01-10,HOU,0.8
2015-01-10,HPN,1.3
2015-01-10,HRL,-0
2015-01-10,HSV,0
2015-01-10,HYA,0
2015-01-10,HYS,8.9
2015-01-10,IAD,3.5
2015-01-10,IAG,0
2015-01-10,IAH,0
2015-01-10,ICT,10.5
2015-01-10,IDA,0
2015-01-10,ILG,6.4
2015-01-10,ILM,2.2
2015-01-10,IMT,1.2
2015-01-10,IND,0
2015-01-10,INL,7.6
2015-01-10,ISN,3.3
2015-01-10,ISP,7.7
2015-01-10,ITH,1.5
2015-01-10,ITO,0
2015-01-10,JAC,0
2015-01-10,JAN,0
2015-01-10,JAX,4.9
2015-01-10,JFK,3
2015-01-10,JLN,1.3
2015-01-10,JMS,2.1
2015-01-10,JNU,5.3
2015-01-10,KOA,4.2
2015-01-10,KTN,0
2015-01-10,LAN,8.2
2015-01-10,LAR,3.5
2015-01-10,LAS,1.5
2015-01-10,LAW,0
2015-01-10,LAX,6.2
2015-01-10,LBB,2.8
2015-01-10,LBE,0
2015-01-10,LCH,0
2015-01-10,LEX,2.9
2015-01-10,LFT,0
2015-01-10,LGA,8.8
2015-01-10,LGB,0
2015-01-10,LIH,0
2015-01-10,LIT,2.5
2015-01-10,LNK,7.5
2015-01-10,LRD,0
2015-01-10,LSE,0
2015-01-10,LWS,6.1
2015-01-10,MAF,0
2015-01-10,MBS,0
2015-01-10,MCI,0
2015-01-10,MCO,4.9
2015-01-10,MDT,0
2015-01-10,MDW,3.2
2015-01-10,MEI,1.2
2015-01-10,MEM,3.6
2015-01-10,MFE,0.4
2015-01-10,MFR,2.3
2015-01-10,MGM,7.4
2015-01-10,MHK,2.1
2015-01-10,MHT,4
2015-01-10,MIA,6.2
2015-01-10,MKE,1.6
2015-01-10,MKG,5.2
2015-01-10,MLB,4.9
2015-01-10,MLI,0
2015-01-10,MLU,0
2015-01-10,MMH,0.7
2015-01-10,MOB,0
2015-01-10,MOT,2.9
2015-01-10,MQT,1.6
2015-01-10,MRY,0
2015-01-10,MSN,0
2015-01-10,MSO,1.4
2015-01-10,MSP,1.7
2015-01-10,MSY,6.4
2015-01-10,MTJ,0
2015-01-10,MVY,0
2015-01-10,MYR,0
2015-01-10,OAJ,0
2015-01-10,OAK,0
2015-01-10,OGG,6.6
2015-01-10,OKC,5.9
2015-01-10,OMA,5.2
2015-01-10,OME,0
2015-01-10,ONT,6.8
2015-01-10,ORD,4.8
2015-01-10,ORF,2.6
2015-01-10,ORH,1.1
2015-01-10,OTH,0
2015-01-10,OTZ,5.2
2015-01-10,PAH,0.2
2015-01-10,PBG,3.3
2015-01-10,PBI,4.6
2015-01-10,PDX,0
2015-01-10,PHF,2.4
2015-01-10,PHL,0
2015-01-10,PHX,0
2015-01-10,PIA,5.1
2015-01-10,PIB,1.2
2015-01-10,PIH,0
2015-01-10,PIT,0
2015-01-10,PLN,0
2015-01-10,PNS,0
2015-01-10,PPG,8.9
2015-01-10,PSC,0
2015-01-10,PSE,0
2015-01-10,PSG,8.8
2015-01-10,PSP,0.7
2015-01-10,PUB,4
2015-01-10,PVD,0
2015-01-10,PWM,0
2015-01-10,RAP,0.9
2015-01-10,RDD,0
2015-01-10,RDM,3.1
2015-01-10,RDU,0
2015-01-10,RHI,3
2015-01-10,RIC,0
2015-01-10,RKS,0
2015-01-10,RNO,6.9
2015-01-10,ROA,-0
2015-01-10,ROC,3.1
2015-01-10,ROW,7.7
2015-01-10,RST,4.8
2015-01-10,RSW,2.4
2015-01-10,SAF,0
2015-01-10,SAN,0
2015-01-10,SAT,0
2015-01-10,SAV,3
2015-01-10,SBA,0
2015-01-10,SBN,4.3
2015-01-10,SBP,0
2015-01-10,SCC,0
2015-01-10,SCE,0
2015-01-10,SDF,0.5
2015-01-10,SEA,0
2015-01-10,SFO,0
2015-01-10,SGF,11.7
2015-01-10,SGU,0
2015-01-10,SHV,0.7
2015-01-10,SIT,2.9
2015-01-10,SJC,2.2
2015-01-10,SJT,0.4
2015-01-10,SJU,5.4
2015-01-10,SLC,0
2015-01-10,SMF,0
2015-01-10,SMX,2.7
2015-01-10,SNA,0
2015-01-10,SPI,0
2015-01-10,SPS,4
2015-01-10,SRQ,2.1
2015-01-10,STC,5.7
2015-01-10,STL,0
2015-01-10,STT,0
2015-01-10,STX,0
2015-01-10,SUN,0.9
2015-01-10,SUX,0
2015-01-10,SWF,0
2015-01-10,SYR,0
2015-01-10,TLH,5.5
2015-01-10,TOL,2.3
2015-01-10,TPA,0.8
2015-01-10,TRI,0
2015-01-10,TTN,0
2015-01-10,TUL,0
2015-01-10,TUS,0
2015-01-10,TVC,1.8
2015-01-10,TWF,4.8
2015-01-10,TXK,6.5
2015-01-10,TYR,0
2015-01-10,TYS,2.9
2015-01-10,UST,3.4
2015-01-10,VEL,1.8
2015-01-10,VLD,3.6
2015-01-10,VPS,0
2015-01-10,WRG,0
2015-01-10,WYS,2.6
2015-01-10,XNA,0
2015-01-10,YAK,0
2015-01-10,YUM,0
2015-01-11,ABE,0
2015-01-11,ABI,1.3
2015-01-11,ABQ,0
2015-01-11,ABR,0
2015-01-11,ABY,0.2
2015-01-11,ACK,3.3
2015-01-11,ACT,0
2015-01-11,ACV,7.2
2015-01-11,ACY,2.1
2015-01-11,ADK,0
2015-01-11,ADQ,1.1
2015-01-11,AEX,0
2015-01-11,AGS,0
2015-01-11,AKN,0
2015-01-11,ALB,5.1
2015-01-11,ALO,0
2015-01-11,AMA,1.1
2015-01-11,ANC,0
2015-01-11,APN,0.7
2015-01-11,ASE,2.8
2015-01-11,ATL,0
2015-01-11,ATW,0
2015-01-11,AUS,0
2015-01-11,AVL,0
2015-01-11,AVP,0
2015-01-11,AZO,0
2015-01-11,BDL,1.3
2015-01-11,BET,0
2015-01-11,BFL,0.6
2015-01-11,BGM,2.1
2015-01-11,BGR,2.1
2015-01-11,BHM,0
2015-01-11,BIL,0
2015-01-11,BIS,0
2015-01-11,BJI,0
2015-01-11,BLI,6.7
2015-01-11,BMI,6.5
2015-01-11,BNA,10.7
2015-01-11,BOI,0
2015-01-11,BOS,2.9
2015-01-11,BPT,1.6
2015-01-11,BQK,4.6
2015-01-11,BQN,6.7
2015-01-11,BRD,3.4
2015-01-11,BRO,0
2015-01-11,BRW,0
2015-01-11,BTM,0
2015-01-11,BTR,0
2015-01-11,BTV,1.2
2015-01-11,BUF,0
2015-01-11,BUR,0
2015-01-11,BWI,2.5
2015-01-11,BZN,4.2
2015-01-11,CAE,0
2015-01-11,CAK,0
2015-01-11,CDC,1.3
2015-01-11,CDV,3.9
2015-01-11,CEC,0
2015-01-11,CHA,0.4
2015-01-11,CHO,0
2015-01-11,CHS,4.7
2015-01-11,CID,3.3
2015-01-11,CIU,0
2015-01-11,CLD,1.8
2015-01-11,CLE,2.4
2015-01-11,CLL,0
2015-01-11,CLT,0
2015-01-11,CMH,0
2015-01-11,CMI,0
2015-01-11,CMX,0
2015-01-11,CNY,0
2015-01-11,COD,2
2015-01-11,COS,10.9
2015-01-11,COU,1.7
2015-01-11,CPR,1.3
2015-01-11,CRP,0.3
2015-01-11,CRW,4.9
2015-01-11,CSG,0
2015-01-11,CVG,0
2015-01-11,CWA,0
2015-01-11,DAB,0
2015-01-11,DAL,1.3
2015-01-11,DAY,0
2015-01-11,DBQ,0
2015-01-11,DCA,0
2015-01-11,DEN,0
2015-01-11,DFW,0
2015-01-11,DHN,0
2015-01-11,DIK,4.9
2015-01-11,DLG,0
2015-01-11,DLH,1
2015-01-11,DRO,9.6
2015-01-11,DSM,3.9
2015-01-11,DTW,0
2015-01-11,DVL,0.3
2015-01-11,EAU,0
2015-01-11,ECP,0
2015-01-11,EGE,1.4
2015-01-11,EKO,0
2015-01-11,ELM,-0
2015-01-11,ELP,3
2015-01-11,ERI,10.5
2015-01-11,ESC,5.6
2015-01-11,EUG,0
2015-01-11,EVV,4.3
2015-01-11,EWN,2.4
2015-01-11,EWR,2.6
2015-01-11,EYW,10.7
2015-01-11,FAI,2.8
2015-01-11,FAR,0
2015-01-11,FAT,0
2015-01-11,FAY,5
2015-01-11,FCA,0.3
2015-01-11,FLG,0
2015-01-11,FLL,0
2015-01-11,FNT,0
2015-01-11,FSD,9.7
2015-01-11,FSM,5.7
2015-01-11,FWA,5.6
2015-01-11,GCC,3.5
2015-01-11,GCK,9.9
2015-01-11,GEG,8.1
2015-01-11,GFK,4.5
2015-01-11,GGG,2.3
2015-01-11,GJT,0
2015-01-11,GNV,6.8
2015-01-11,GPT,5.7
2015-01-11,GRB,0
2015-01-11,GRI,7.9
2015-01-11,GRK,3.4
2015-01-11,GRR,0.7
2015-01-11,GSO,2.9
2015-01-11,GSP,0
2015-01-11,GST,0
2015-01-11,GTF,4.4
2015-01-11,GTR,8.4
2015-01-11,GUC,0
2015-01-11,GUM,1.1
2015-01-11,HDN,0
2015-01-11,HIB,0
2015-01-11,HLN,0.6
2015-01-11,HNL,3
2015-01-11,HOB,2.3
2015-01-11,HOU,0
2015-01-11,HPN,0.2
2015-01-11,HRL,0
2015-01-11,HSV,3.4
2015-01-11,HYA,0
2015-01-11,HYS,3
2015-01-11,IAD,2.7
2015-01-11,IAG,0
2015-01-11,IAH,9.8
2015-01-11,ICT,0
2015-01-11,IDA,2.8
2015-01-11,ILG,0.9
2015-01-11,ILM,0
2015-01-11,IMT,0
2015-01-11,IND,0.8
2015-01-11,INL,0.4
2015-01-11,ISN,0.2
2015-01-11,ISP,0
2015-01-11,ITH,10.6
2015-01-11,ITO,0
2015-01-11,JAC,1
2015-01-11,JAN,5.2
2015-01-11,JAX,4.2
2015-01-11,JFK,1.8
2015-01-11,JLN,7.1
2015-01-11,JMS,0
2015-01-11,JNU,0
2015-01-11,KOA,11.1
2015-01-11,KTN,4.3
2015-01-11,LAN,3.1
2015-01-11,LAR,6.3
2015-01-11,LAS,0
2015-01-11,LAW,0
2015-01-11,LAX,0
2015-01-11,LBB,0
2015-01-11,LBE,0
2015-01-11,LCH,0
2015-01-11,LEX,1
2015-01-11,LFT,0
2015-01-11,LGA,0
2015-01-11,LGB,0
2015-01-11,LIH,0
2015-01-11,LIT,7
2015-01-11,LNK,0
2015-01-11,LRD,0
2015-01-11,LSE,2.3
2015-01-11,LWS,0
2015-01-11,MAF,9.6
2015-01-11,MBS,0
2015-01-11,MCI,0
2015-01-11,MCO,0
2015-01-11,MDT,8.6
2015-01-11,MDW,0.2
2015-01-11,MEI,7.5
2015-01-11,MEM,4.2
2015-01-11,MFE,9.1
2015-01-11,MFR,0
2015-01-11,MGM,0.5
2015-01-11,MHK,0
2015-01-11,MHT,0
2015-01-11,MIA,3.6
2015-01-11,MKE,3.6
2015-01-11,MKG,3.1
2015-01-11,MLB,0
2015-01-11,MLI,5.3
2015-01-11,MLU,0
2015-01-11,MMH,0
2015-01-11,MOB,2.7
2015-01-11,MOT,6.4
2015-01-11,MQT,0
2015-01-11,MRY,3.3
2015-01-11,MSN,3.7
2015-01-11,MSO,0.4
2015-01-11,MSP,0
2015-01-11,MSY,0
2015-01-11,MTJ,2.9
2015-01-11,MVY,0
2015-01-11,MYR,0
2015-01-11,OAJ,1
2015-01-11,OAK,1.9
2015-01-11,OGG,0
2015-01-11,OKC,0
2015-01-11,OMA,0
2015-01-11,OME,1.1
2015-01-11,ONT,1.7
2015-01-11,ORD,3.3
2015-01-11,ORF,0
2015-01-11,ORH,0
2015-01-11,OTH,0
2015-01-11,OTZ,0
2015-01-11,PAH,0
2015-01-11,PBG,4.6
2015-01-11,PBI,0
2015-01-11,PDX,0
2015-01-11,PHF,1.3
2015-01-11,PHL,0
2015-01-11,PHX,6.1
2015-01-11,PIA,0
2015-01-11,PIB,0
2015-01-11,PIH,0.3
2015-01-11,PIT,8.7
2015-01-11,PLN,0
2015-01-11,PNS,1.1
2015-01-11,PPG,0
2015-01-11,PSC,2.7
2015-01-11,PSE,3.6
2015-01-11,PSG,9
2015-01-11,PSP,0
2015-01-11,PUB,6.3
2015-01-11,PVD,0
2015-01-11,PWM,0
2015-01-11,RAP,2.2
2015-01-11,RDD,1.9
2015-01-11,RDM,0
2015-01-11,RDU,0
2015-01-11,RHI,0
2015-01-11,RIC,0
2015-01-11,RKS,0
2015-01-11,RNO,0
2015-01-11,ROA,0
2015-01-11,ROC,1.6
2015-01-11,ROW,1.2
2015-01-11,RST,0
2015-01-11,RSW,0.9
2015-01-11,SAF,0
2015-01-11,SAN,0
2015-01-11,SAT,7.8
2015-01-11,SAV,0
2015-01-11,SBA,10.2
2015-01-11,SBN,0
2015-01-11,SBP,0.8
2015-01-11,SCC,5.8
2015-01-11,SCE,0
2015-01-11,SDF,0
2015-01-11,SEA,0
2015-01-11,SFO,5.7
2015-01-11,SGF,0
2015-01-11,SGU,0
2015-01-11,SHV,0.6
2015-01-11,SIT,0.7
2015-01-11,SJC,0
2015-01-11,SJT,0
2015-01-11,SJU,0
2015-01-11,SLC,2.7
2015-01-11,SMF,3.6
2015-01-11,SMX,0
2015-01-11,SNA,3.4
2015-01-11,SPI,0.6
2015-01-11,SPS,7.9
2015-01-11,SRQ,11.8
2015-01-11,STC,3.2
2015-01-11,STL,0
2015-01-11,STT,8.1
2015-01-11,STX,0
2015-01-11,SUN,7.7
2015-01-11,SUX,0
2015-01-11,SWF,4.2
2015-01-11,SYR,0
2015-01-11,TLH,0
2015-01-11,TOL,0
2015-01-11,TPA,0.2
2015-01-11,TRI,0
2015-01-11,TTN,1.9
2015-01-11,TUL,0
2015-01-11,TUS,3.2
2015-01-11,TVC,3
2015-01-11,TWF,0
2015-01-11,TXK,0
2015-01-11,TYR,0
2015-01-11,TYS,0
2015-01-11,UST,0
2015-01-11,VEL,0
2015-01-11,VLD,2.1
2015-01-11,VPS,0
2015-01-11,WRG,11.4
2015-01-11,WYS,0
2015-01-11,XNA,4.5
2015-01-11,YAK,0.3
2015-01-11,YUM,7
2015-01-12,ABE,1.3
2015-01-12,ABI,2.1
2015-01-12,ABQ,0.5
2015-01-12,ABR,0
2015-01-12,ABY,0
2015-01-12,ACK,4.3
2015-01-12,ACT,5.5
2015-01-12,ACV,0
2015-01-12,ACY,0
2015-01-12,ADK,0
2015-01-12,ADQ,0
2015-01-12,AEX,6
2015-01-12,AGS,4.4
2015-01-12,AKN,0
2015-01-12,ALB,4.1
2015-01-12,ALO,0.4
2015-01-12,AMA,2.7
2015-01-12,ANC,0
2015-01-12,APN,0.3
2015-01-12,ASE,6
2015-01-12,ATL,5.8
2015-01-12,ATW,0
2015-01-12,AUS,0
2015-01-12,AVL,0
2015-01-12,AVP,0
2015-01-12,AZO,1.7
2015-01-12,BDL,0
2015-01-12,BET,9.9
2015-01-12,BFL,1.7
2015-01-12,BGM,3.3
2015-01-12,BGR,0
2015-01-12,BHM,0.3
2015-01-12,BIL,0
2015-01-12,BIS,7.9
2015-01-12,BJI,0
2015-01-12,BLI,0
2015-01-12,BMI,8.5
2015-01-12,BNA,3.1
2015-01-12,BOI,1.3
2015-01-12,BOS,0
2015-01-12,BPT,1.8
2015-01-12,BQK,5.9
2015-01-12,BQN,0.6
2015-01-12,BRD,0
2015-01-12,BRO,0.7
2015-01-12,BRW,0
2015-01-12,BTM,0
2015-01-12,BTR,6.9
2015-01-12,BTV,0
2015-01-12,BUF,0
2015-01-12,BUR,3
2015-01-12,BWI,0
2015-01-12,BZN,0
2015-01-12,CAE,1.1
2015-01-12,CAK,4.4
2015-01-12,CDC,1.9
2015-01-12,CDV,0.1
2015-01-12,CEC,0
2015-01-12,CHA,8.4
2015-01-12,CHO,0.5
2015-01-12,CHS,9.9
2015-01-12,CID,0.8
2015-01-12,CIU,0
2015-01-12,CLD,0
2015-01-12,CLE,0
2015-01-12,CLL,2.6
2015-01-12,CLT,0
2015-01-12,CMH,0
2015-01-12,CMI,0
2015-01-12,CMX,0
2015-01-12,CNY,1.3
2015-01-12,COD,2.2
2015-01-12,COS,5.7
2015-01-12,COU,0
2015-01-12,CPR,0
2015-01-12,CRP,0
2015-01-12,CRW,10.3
2015-01-12,CSG,0
2015-01-12,CVG,0
2015-01-12,CWA,0
2015-01-12,DAB,6.1
2015-01-12,DAL,0
2015-01-12,DAY,1.5
2015-01-12,DBQ,0
2015-01-12,DCA,3.5
2015-01-12,DEN,-0
2015-01-12,DFW,6.7
2015-01-12,DHN,0
2015-01-12,DIK,5
2015-01-12,DLG,0
2015-01-12,DLH,0
2015-01-12,DRO,0
2015-01-12,DSM,4.9
2015-01-12,DTW,2.2
2015-01-12,DVL,2.7
2015-01-12,EAU,7.8
2015-01-12,ECP,5.6
2015-01-12,EGE,0
2015-01-12,EKO,1.6
2015-01-12,ELM,4.4
2015-01-12,ELP,0
2015-01-12,ERI,5.9
2015-01-12,ESC,0
2015-01-12,EUG,1.9
2015-01-12,EVV,0
2015-01-12,EWN,0
2015-01-12,EWR,0
2015-01-12,EYW,0
2015-01-12,FAI,6.2
2015-01-12,FAR,0
2015-01-12,FAT,0
2015-01-12,FAY,0
2015-01-12,FCA,3.9
2015-01-12,FLG,2.5
2015-01-12,FLL,4.7
2015-01-12,FNT,0
2015-01-12,FSD,1.3
2015-01-12,FSM,0
2015-01-12,FWA,0
2015-01-12,GCC,2.5
2015-01-12,GCK,0
2015-01-12,GEG,0
2015-01-12,GFK,9.7
2015-01-12,GGG,3.9
2015-01-12,GJT,6.5
2015-01-12,GNV,0
2015-01-12,GPT,0
2015-01-12,GRB,2.5
2015-01-12,GRI,0
2015-01-12,GRK,0
2015-01-12,GRR,0
2015-01-12,GSO,4.4
2015-01-12,GSP,0
2015-01-12,GST,2.3
2015-01-12,GTF,3.6
2015-01-12,GTR,0
2015-01-12,GUC,5.1
2015-01-12,GUM,0.8
2015-01-12,HDN,0
2015-01-12,HIB,0
2015-01-12,HLN,0
2015-01-12,HNL,4.1
2015-01-12,HOB,5.5
2015-01-12,HOU,5.6
2015-01-12,HPN,0
2015-01-12,HRL,0.6
2015-01-12,HSV,0
2015-01-12,HYA,4.6
2015-01-12,HYS,9.3
2015-01-12,IAD,0.1
2015-01-12,IAG,3.8
2015-01-12,IAH,7.9
2015-01-12,ICT,0
2015-01-12,IDA,4
2015-01-12,ILG,4.4
2015-01-12,ILM,0
2015-01-12,IMT,0
2015-01-12,IND,0
2015-01-12,INL,0
2015-01-12,ISN,0
2015-01-12,ISP,0
2015-01-12,ITH,0
2015-01-12,ITO,4.1
2015-01-12,JAC,2
2015-01-12,JAN,3.5
2015-01-12,JAX,3.3
2015-01-12,JFK,0
2015-01-12,JLN,0
2015-01-12,JMS,0
2015-01-12,JNU,3.3
2015-01-12,KOA,1.1
2015-01-12,KTN,2.9
2015-01-12,LAN,3.3
2015-01-12,LAR,2.7
2015-01-12,LAS,0
2015-01-12,LAW,0
2015-01-12,LAX,6.1
2015-01-12,LBB,0
2015-01-12,LBE,0
2015-01-12,LCH,6
2015-01-12,LEX,6.7
2015-01-12,LFT,0
2015-01-12,LGA,0
2015-01-12,LGB,3.7
2015-01-12,LIH,7.9
2015-01-12,LIT,-0
2015-01-12,LNK,0
2015-01-12,LRD,5.1
2015-01-12,LSE,-0
2015-01-12,LWS,4.5
2015-01-12,MAF,0
2015-01-12,MBS,0
2015-01-12,MCI,0
2015-01-12,MCO,0
2015-01-12,MDT,0
2015-01-12,MDW,0
2015-01-12,MEI,0
2015-01-12,MEM,6.1
2015-01-12,MFE,0
2015-01-12,MFR,0
2015-01-12,MGM,0
2015-01-12,MHK,0
2015-01-12,MHT,0
2015-01-12,MIA,0
2015-01-12,MKE,0
2015-01-12,MKG,0
2015-01-12,MLB,13
2015-01-12,MLI,0
2015-01-12,MLU,0
2015-01-12,MMH,0
2015-01-12,MOB,0
2015-01-12,MOT,0
2015-01-12,MQT,1.5
2015-01-12,MRY,9.1
2015-01-12,MSN,0
2015-01-12,MSO,1.4
2015-01-12,MSP,3.9
2015-01-12,MSY,0
2015-01-12,MTJ,13
2015-01-12,MVY,0
2015-01-12,MYR,1.8
2015-01-12,OAJ,0
2015-01-12,OAK,0
2015-01-12,OGG,0.5
2015-01-12,OKC,0.7
2015-01-12,OMA,1.7
2015-01-12,OME,0.6
2015-01-12,ONT,0
2015-01-12,ORD,0
2015-01-12,ORF,3.6
2015-01-12,ORH,0
2015-01-12,OTH,2.5
2015-01-12,OTZ,3.1
2015-01-12,PAH,0
2015-01-12,PBG,0
2015-01-12,PBI,3.7
2015-01-12,PDX,0
2015-01-12,PHF,0
2015-01-12,PHL,0
2015-01-12,PHX,8.3
2015-01-12,PIA,0.7
2015-01-12,PIB,4.4
2015-01-12,PIH,5.4
2015-01-12,PIT,3.6
2015-01-12,PLN,7.4
2015-01-12,PNS,6.7
2015-01-12,PPG,2.5
2015-01-12,PSC,6.8
2015-01-12,PSE,0
2015-01-12,PSG,0
2015-01-12,PSP,0
2015-01-12,PUB,3.8
2015-01-12,PVD,0.3
2015-01-12,PWM,0
2015-01-12,RAP,4.2
2015-01-12,RDD,0
2015-01-12,RDM,0
2015-01-12,RDU,3.1
2015-01-12,RHI,0.5
2015-01-12,RIC,0
2015-01-12,RKS,5.2
2015-01-12,RNO,0
2015-01-12,ROA,2.5
2015-01-12,ROC,0
2015-01-12,ROW,6.7
2015-01-12,RST,6.5
2015-01-12,RSW,0
2015-01-12,SAF,0
2015-01-12,SAN,2.1
2015-01-12,SAT,2.4
2015-01-12,SAV,5.4
2015-01-12,SBA,4.3
2015-01-12,SBN,0
2015-01-12,SBP,5.1
2015-01-12,SCC,0
2015-01-12,SCE,0
2015-01-12,SDF,5.1
2015-01-12,SEA,0
2015-01-12,SFO,0
2015-01-12,SGF,0.5
2015-01-12,SGU,7.1
2015-01-12,SHV,0
2015-01-12,SIT,6.8
2015-01-12,SJC,1.5
2015-01-12,SJT,2.4
2015-01-12,SJU,2.3
2015-01-12,SLC,3.3
2015-01-12,SMF,0.9
2015-01-12,SMX,0
2015-01-12,SNA,0
2015-01-12,SPI,6.3
2015-01-12,SPS,0
2015-01-12,SRQ,0
2015-01-12,STC,2.1
2015-01-12,STL,0
2015-01-12,STT,0
2015-01-12,STX,7.3
2015-01-12,SUN,5.3
2015-01-12,SUX,1.4
2015-01-12,SWF,3.4
2015-01-12,SYR,0.8
2015-01-12,TLH,0
2015-01-12,TOL,0
2015-01-12,TPA,1.1
2015-01-12,TRI,6.6
2015-01-12,TTN,0
2015-01-12,TUL,0
2015-01-12,TUS,0
2015-01-12,TVC,0
2015-01-12,TWF,8.5
2015-01-12,TXK,0
2015-01-12,TYR,1.7
2015-01-12,TYS,0
2015-01-12,UST,0
2015-01-12,VEL,4.1
2015-01-12,VLD,1.4
2015-01-12,VPS,0
2015-01-12,WRG,0
2015-01-12,WYS,0
2015-01-12,XNA,0
2015-01-12,YAK,0
2015-01-12,YUM,0.1
2015-01-13,ABE,0
2015-01-13,ABI,0
2015-01-13,ABQ,1.8
2015-01-13,ABR,0
2015-01-13,ABY,0
2015-01-13,ACK,3.5
2015-01-13,ACT,0
2015-01-13,ACV,3.9
2015-01-13,ACY,3.3
2015-01-13,ADK,1.7
2015-01-13,ADQ,0
2015-01-13,AEX,0
2015-01-13,AGS,0
2015-01-13,AKN,6.6
2015-01-13,ALB,6.7
2015-01-13,ALO,12.1
2015-01-13,AMA,8.1
2015-01-13,ANC,0
2015-01-13,APN,1.3
2015-01-13,ASE,0
2015-01-13,ATL,0
2015-01-13,ATW,4.2
2015-01-13,AUS,0
2015-01-13,AVL,0
2015-01-13,AVP,0
2015-01-13,AZO,0
2015-01-13,BDL,0.2
2015-01-13,BET,0.5
2015-01-13,BFL,0
2015-01-13,BGM,0
2015-01-13,BGR,0.7
2015-01-13,BHM,0
2015-01-13,BIL,0
2015-01-13,BIS,0
2015-01-13,BJI,0
2015-01-13,BLI,3.9
2015-01-13,BMI,0.7
2015-01-13,BNA,4.1
2015-01-13,BOI,2.9
2015-01-13,BOS,7.2
2015-01-13,BPT,4.1
2015-01-13,BQK,0
2015-01-13,BQN,9
2015-01-13,BRD,4.6
2015-01-13,BRO,0
2015-01-13,BRW,0
2015-01-13,BTM,0
2015-01-13,BTR,8.4
2015-01-13,BTV,6.8
2015-01-13,BUF,0
2015-01-13,BUR,0
2015-01-13,BWI,3.3
2015-01-13,BZN,-0
2015-01-13,CAE,0
2015-01-13,CAK,0
2015-01-13,CDC,5.7
2015-01-13,CDV,0.2
2015-01-13,CEC,0
2015-01-13,CHA,0
2015-01-13,CHO,7.7
2015-01-13,CHS,8.1
2015-01-13,CID,0
2015-01-13,CIU,0
2015-01-13,CLD,2
2015-01-13,CLE,0
2015-01-13,CLL,0
2015-01-13,CLT,4.6
2015-01-13,CMH,0
2015-01-13,CMI,0
2015-01-13,CMX,0
2015-01-13,CNY,2.9
2015-01-13,COD,0
2015-01-13,COS,0
2015-01-13,COU,0
2015-01-13,CPR,0
2015-01-13,CRP,0.4
2015-01-13,CRW,0
2015-01-13,CSG,0.6
2015-01-13,CVG,0
2015-01-13,CWA,0
2015-01-13,DAB,5.5
2015-01-13,DAL,2.8
2015-01-13,DAY,0
2015-01-13,DBQ,0
2015-01-13,DCA,5.7
2015-01-13,DEN,0
2015-01-13,DFW,0.8
2015-01-13,DHN,3.2
2015-01-13,DIK,7
2015-01-13,DLG,0
2015-01-13,DLH,0
2015-01-13,DRO,8
2015-01-13,DSM,0
2015-01-13,DTW,0
2015-01-13,DVL,11.9
2015-01-13,EAU,0
2015-01-13,ECP,1.3
2015-01-13,EGE,3.6
2015-01-13,EKO,0
2015-01-13,ELM,0
2015-01-13,ELP,0
2015-01-13,ERI,1.9
2015-01-13,ESC,0
2015-01-13,EUG,6.4
2015-01-13,EVV,2.7
2015-01-13,EWN,0
2015-01-13,EWR,0
2015-01-13,EYW,0
2015-01-13,FAI,0.5
2015-01-13,FAR,0.3
2015-01-13,FAT,0
2015-01-13,FAY,0.6
2015-01-13,FCA,0.4
2015-01-13,FLG,0
2015-01-13,FLL,0
2015-01-13,FNT,0
2015-01-13,FSD,0
2015-01-13,FSM,1.3
2015-01-13,FWA,0
2015-01-13,GCC,0
2015-01-13,GCK,0
2015-01-13,GEG,4.3
2015-01-13,GFK,6.2
2015-01-13,GGG,0
2015-01-13,GJT,0.1
2015-01-13,GNV,0
2015-01-13,GPT,0
2015-01-13,GRB,0
2015-01-13,GRI,0
2015-01-13,GRK,6.8
2015-01-13,GRR,0
2015-01-13,GSO,0.4
2015-01-13,GSP,3.3
2015-01-13,GST,12.4
2015-01-13,GTF,6.8
2015-01-13,GTR,8.3
2015-01-13,GUC,4.3
2015-01-13,GUM,7.9
2015-01-13,HDN,0
2015-01-13,HIB,1.5
2015-01-13,HLN,0
2015-01-13,HNL,0
2015-01-13,HOB,0
2015-01-13,HOU,0
2015-01-13,HPN,0
2015-01-13,HRL,3.9
2015-01-13,HSV,4.2
2015-01-13,HYA,2
2015-01-13,HYS,0
2015-01-13,IAD,1.1
2015-01-13,IAG,0.1
2015-01-13,IAH,0
2015-01-13,ICT,0
2015-01-13,IDA,0
2015-01-13,ILG,0
2015-01-13,ILM,0.4
2015-01-13,IMT,0
2015-01-13,IND,0
2015-01-13,INL,5.3
2015-01-13,ISN,3.1
2015-01-13,ISP,0
