SampleID	BarcodeSequence	LinkerPrimerSequence	Run	Ecosystem	Island	Lat	Lon	Collection_Date	F_Primer	R_Primer	Ecosys_Type	Host_Type	Host	InputFileName	Description
Kap.8.P7			FEF2	Plant_Endophyte	Maui	20.934076	-156.63754	42166	ITS1F	ITS2	Terrestrial		Chamaecyse	Kap.8.P7.fna	FEF2_Kap.8.P7
KB01			FEF2	Plant_Endophyte	Oahu	21.506993	-158.143581		ITS1F	ITS2	Terrestrial		Pittosporum	KB01.fna	FEF2_KB01
KB01.P3			FEF2	Plant_Endophyte	Oahu	21.506993	-158.143581		ITS1F	ITS2	Terrestrial		Pittosporum	KB01.P3.fna	FEF2_KB01.P3
KB02			FEF2	Plant_Endophyte	Oahu				ITS1F	ITS2	Terrestrial			KB02.fna	FEF2_KB02
KB03			FEF2	Plant_Endophyte	Oahu				ITS1F	ITS2	Terrestrial			KB03.fna	FEF2_KB03
KB04			FEF2	Plant_Endophyte	Oahu				ITS1F	ITS2	Terrestrial			KB04.fna	FEF2_KB04
KB06			FEF2	Plant_Endophyte	Oahu				ITS1F	ITS2	Terrestrial			KB06.fna	FEF2_KB06
KB07			FEF2	Plant_Endophyte	Oahu				ITS1F	ITS2	Terrestrial			KB07.fna	FEF2_KB07
KB08			FEF2	Plant_Endophyte	Oahu				ITS1F	ITS2	Terrestrial			KB08.fna	FEF2_KB08
KB09			FEF2	Plant_Endophyte	Oahu	21.507036	-158.143871		ITS1F	ITS2	Terrestrial		Pittosporum	KB09.fna	FEF2_KB09
KB10			FEF2	Plant_Endophyte	Oahu	21.50708302	-158.143936		ITS1F	ITS2	Terrestrial		Pittosporum	KB10.fna	FEF2_KB10
KB12			FEF2	Plant_Endophyte	Oahu	21.50401298	-158.147229		ITS1F	ITS2	Terrestrial		Pittosporum	KB12.fna	FEF2_KB12
KB13			FEF2	Plant_Endophyte	Oahu	21.50391298	-158.147287		ITS1F	ITS2	Terrestrial		Pittosporum	KB13.fna	FEF2_KB13
KB14			FEF2	Plant_Endophyte	Oahu	21.50323296	-158.14778		ITS1F	ITS2	Terrestrial		Pittosporum	KB14.fna	FEF2_KB14
Maka01			FEF2	Plant_Endophyte	Oahu	21.2889	-157.66639	42206	ITS1F	ITS2	Terrestrial		Jacquemontia	Maka01.fna	FEF2_Maka01
Maka03			FEF2	Plant_Endophyte	Oahu	21.2889	-157.66639	42206	ITS1F	ITS2	Terrestrial		Heliotropium	Maka03.fna	FEF2_Maka03
Maka05			FEF2	Plant_Endophyte	Oahu	21.28933	-157.66665	42206	ITS1F	ITS2	Terrestrial		Sidaﾾ	Maka05.fna	FEF2_Maka05
Maka06			FEF2	Plant_Endophyte	Oahu	21.29192	157.66192	42206	ITS1F	ITS2	Terrestrial		Ipomoea	Maka06.fna	FEF2_Maka06
Maka07			FEF2	Plant_Endophyte	Oahu	21.29192	157.66192	42206	ITS1F	ITS2	Terrestrial		Sesbania	Maka07.fna	FEF2_Maka07
Maka08			FEF2	Plant_Endophyte	Oahu	21.29192	157.66192	42206	ITS1F	ITS2	Terrestrial		Waltheriaﾾ	Maka08.fna	FEF2_Maka08
Maka08.P4			FEF2	Plant_Endophyte	Oahu	21.29192	157.66192	42206	ITS1F	ITS2	Terrestrial		Waltheriaﾾ	Maka08.P4.fna	FEF2_Maka08.P4
Maka08.P7			FEF2	Plant_Endophyte	Oahu	21.29192	157.66192	42206	ITS1F	ITS2	Terrestrial		Waltheriaﾾ	Maka08.P7.fna	FEF2_Maka08.P7
Maka09			FEF2	Plant_Endophyte	Oahu	21.29192	157.66192	42206	ITS1F	ITS2	Terrestrial		Nama	Maka09.fna	FEF2_Maka09
Maka10			FEF2	Plant_Endophyte	Oahu	21.29289	-157.66051	42206	ITS1F	ITS2	Terrestrial		Myoporum	Maka10.fna	FEF2_Maka10
Maka11			FEF2	Plant_Endophyte	Oahu	21.29337	-157.65888	42206	ITS1F	ITS2	Terrestrial		Heliotropium	Maka11.fna	FEF2_Maka11
Maka12			FEF2	Plant_Endophyte	Oahu	21.2935	-157.65844	42206	ITS1F	ITS2	Terrestrial		Sesuvium	Maka12.fna	FEF2_Maka12
Maka12.P7			FEF2	Plant_Endophyte	Oahu	21.2935	-157.65844	42206	ITS1F	ITS2	Terrestrial		Sesuvium	Maka12.P7.fna	FEF2_Maka12.P7
Maka13			FEF2	Plant_Endophyte	Oahu	21.31622	-157.66309	42206	ITS1F	ITS2	Terrestrial		Scaevolaﾾ	Maka13.fna	FEF2_Maka13
Maka14			FEF2	Plant_Endophyte	Oahu	21.31622	-157.66309	42206	ITS1F	ITS2	Terrestrial		Sidaﾾ	Maka14.fna	FEF2_Maka14
Maka14.P5			FEF2	Plant_Endophyte	Oahu	21.31622	-157.66309	42206	ITS1F	ITS2	Terrestrial		Sidaﾾ	Maka14.P5.fna	FEF2_Maka14.P5
Maka15			FEF2	Plant_Endophyte	Oahu	21.31622	-157.66309	42206	ITS1F	ITS2	Terrestrial		Heliotropium	Maka15.fna	FEF2_Maka15
Maka17			FEF2	Plant_Endophyte	Oahu	21.31604	-157.66344	42206	ITS1F	ITS2	Terrestrial		Ipomoea	Maka17.fna	FEF2_Maka17
Maka18			FEF2	Plant_Endophyte	Oahu	21.31497	-157.6618	42206	ITS1F	ITS2	Terrestrial		Jacquemontia	Maka18.fna	FEF2_Maka18
Maka19			FEF2	Plant_Endophyte	Oahu	21.31455	-157.66097	42206	ITS1F	ITS2	Terrestrial		Sesuvium	Maka19.fna	FEF2_Maka19
Maka20			FEF2	Plant_Endophyte	Oahu	21.31419	-157.66097	42206	ITS1F	ITS2	Terrestrial		Santalum	Maka20.fna	FEF2_Maka20
P1Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P1Neg2.fna	FEF2_P1Neg2
P1Neg3			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P1Neg3.fna	FEF2_P1Neg3
P1Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P1Pos.fna	FEF2_P1Pos
P2Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P2Neg1.fna	FEF2_P2Neg1
P2Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P2Neg2.fna	FEF2_P2Neg2
P2Neg3			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P2Neg3.fna	FEF2_P2Neg3
P2Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P2Pos.fna	FEF2_P2Pos
P3Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P3Neg1.fna	FEF2_P3Neg1
P3Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P3Neg2.fna	FEF2_P3Neg2
P3Neg3			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P3Neg3.fna	FEF2_P3Neg3
P3Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P3Pos.fna	FEF2_P3Pos
P4Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P4Neg1.fna	FEF2_P4Neg1
P4Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P4Neg2.fna	FEF2_P4Neg2
P4Neg3			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P4Neg3.fna	FEF2_P4Neg3
P4Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P4Pos.fna	FEF2_P4Pos
P5Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P5Neg1.fna	FEF2_P5Neg1
P5Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P5Neg2.fna	FEF2_P5Neg2
P5Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P5Pos.fna	FEF2_P5Pos
P6Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P6Neg1.fna	FEF2_P6Neg1
P6Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P6Neg2.fna	FEF2_P6Neg2
P6Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P6Pos.fna	FEF2_P6Pos
P7Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P7Neg1.fna	FEF2_P7Neg1
P7Pos			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P7Pos.fna	FEF2_P7Pos
P8Neg1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P8Neg1.fna	FEF2_P8Neg1
P8Neg2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P8Neg2.fna	FEF2_P8Neg2
P8Neg3			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P8Neg3.fna	FEF2_P8Neg3
P8Pos1			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P8Pos1.fna	FEF2_P8Pos1
P8Pos2			FEF2	Controls	NA	NA	NA		ITS1F	ITS2	Terrestrial			P8Pos2.fna	FEF2_P8Pos2
SP01			FEF2	Plant_Endophyte	Oahu	21.511941	-158.136492	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP01.fna	FEF2_SP01
SP02			FEF2	Plant_Endophyte	Oahu	21.511941	-158.136492	42244	ITS1F	ITS2	Terrestrial		Leptecophylla	SP02.fna	FEF2_SP02
SP03			FEF2	Plant_Endophyte	Oahu	21.511941	-158.136492	42244	ITS1F	ITS2	Terrestrial		Coprosma	SP03.fna	FEF2_SP03
SP04			FEF2	Plant_Endophyte	Oahu	21.511941	-158.136492	42244	ITS1F	ITS2	Terrestrial		Coprosma	SP04.fna	FEF2_SP04
SP05			FEF2	Plant_Endophyte	Oahu			42244	ITS1F	ITS2	Terrestrial			SP05.fna	FEF2_SP05
SP06			FEF2	Plant_Endophyte	Oahu	21.51193103	-158.136435	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP06.fna	FEF2_SP06
SP07			FEF2	Plant_Endophyte	Oahu	21.51193103	-158.136435	42244	ITS1F	ITS2	Terrestrial		Coprosma	SP07.fna	FEF2_SP07
SP08			FEF2	Plant_Endophyte	Oahu	21.51193103	-158.136435	42244	ITS1F	ITS2	Terrestrial		Coprosma	SP08.fna	FEF2_SP08
SP09			FEF2	Plant_Endophyte	Oahu	21.51188803	-158.136377	42244	ITS1F	ITS2	Terrestrial		Dubautia	SP09.fna	FEF2_SP09
SP10			FEF2	Plant_Endophyte	Oahu	21.51188803	-158.136377	42244	ITS1F	ITS2	Terrestrial		Scaevola	SP10.fna	FEF2_SP10
SP11			FEF2	Plant_Endophyte	Oahu	21.51189499	-158.136303	42244	ITS1F	ITS2	Terrestrial		Perotettia	SP11.fna	FEF2_SP11
SP13			FEF2	Plant_Endophyte	Oahu	21.51189499	-158.136303	42244	ITS1F	ITS2	Terrestrial		Coprosma	SP13.fna	FEF2_SP13
SP14			FEF2	Plant_Endophyte	Oahu	21.51189297	-158.136407	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP14.fna	FEF2_SP14
SP15			FEF2	Plant_Endophyte	Oahu	21.51189297	-158.136407	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP15.fna	FEF2_SP15
SP15.P6			FEF2	Plant_Endophyte	Oahu	21.51189297	-158.136407	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP15.P6.fna	FEF2_SP15.P6
SP16			FEF2	Plant_Endophyte	Oahu	21.51189297	-158.136407	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP16.fna	FEF2_SP16
SP16.P5			FEF2	Plant_Endophyte	Oahu	21.51189297	-158.136407	42244	ITS1F	ITS2	Terrestrial		Metrosideros	SP16.P5.fna	FEF2_SP16.P5
SP17			FEF2	Plant_Endophyte	Oahu	21.51189297	-158.136407	42244	ITS1F	ITS2	Terrestrial		Coprosma	SP17.fna	FEF2_SP17
SP18			FEF2	Plant_Endophyte	Oahu	21.51197302	-158.136673	42244	ITS1F	ITS2	Terrestrial		Broussaisia	SP18.fna	FEF2_SP18
SP19			FEF2	Plant_Endophyte	Oahu	21.51197302	-158.136673	42244	ITS1F	ITS2	Terrestrial		Ilex	SP19.fna	FEF2_SP19
SP21			FEF2	Plant_Endophyte	Oahu	21.51197302	-158.136673	42244	ITS1F	ITS2	Terrestrial		Perotettia	SP21.fna	FEF2_SP21
T.001			FEF2	Plant_Endophyte					ITS1F	ITS2	Terrestrial			T.001.fna	FEF2_T.001
UW01			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Vaccinium	UW01.fna	FEF2_UW01
UW01.P3			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Vaccinium	UW01.P3.fna	FEF2_UW01.P3
UW02			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Leptecophyllaﾾ	UW02.fna	FEF2_UW02
UW03			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Acacia	UW03.fna	FEF2_UW03
UW04			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Acacia	UW04.fna	FEF2_UW04
UW05			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Metrosideros	UW05.fna	FEF2_UW05
UW06			FEF2	Plant_Endophyte	Maui	20.772891	-156.235422	41949	ITS1F	ITS2	Terrestrial		Coprosma	UW06.fna	FEF2_UW06
UW07			FEF2	Plant_Endophyte	Maui	20.77351796	-156.235528	41949	ITS1F	ITS2	Terrestrial		Vaccinium	UW07.fna	FEF2_UW07
UW07.P4			FEF2	Plant_Endophyte	Maui	20.77351796	-156.235528	41949	ITS1F	ITS2	Terrestrial		Vaccinium	UW07.P4.fna	FEF2_UW07.P4
UW08			FEF2	Plant_Endophyte	Maui	20.773496	-156.235536	41949	ITS1F	ITS2	Terrestrial		Metrosideros	UW08.fna	FEF2_UW08
UW08.P7			FEF2	Plant_Endophyte	Maui	20.773496	-156.235536	41949	ITS1F	ITS2	Terrestrial		Metrosideros	UW08.P7.fna	FEF2_UW08.P7
UW09			FEF2	Plant_Endophyte	Maui	20.77629397	-156.233539	41949	ITS1F	ITS2	Terrestrial		Cheirodendrum	UW09.fna	FEF2_UW09
UW10			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Lobelia	UW10.fna	FEF2_UW10
UW11			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Cyanea	UW11.fna	FEF2_UW11
UW11.P3			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Cyanea	UW11.P3.fna	FEF2_UW11.P3
UW12			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Cyanea	UW12.fna	FEF2_UW12
UW13			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Rubus	UW13.fna	FEF2_UW13
UW14			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Fragaria	UW14.fna	FEF2_UW14
UW15			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Sophora	UW15.fna	FEF2_UW15
UW16			FEF2	Plant_Endophyte	Maui	20.77624703	-156.233524	41949	ITS1F	ITS2	Terrestrial		Coprosma	UW16.fna	FEF2_UW16
UW17			FEF2	Plant_Endophyte	Maui	20.76802799	-156.238334	41949	ITS1F	ITS2	Terrestrial		Geranium	UW17.fna	FEF2_UW17
UW17.P5			FEF2	Plant_Endophyte	Maui	20.76802799	-156.238334	41949	ITS1F	ITS2	Terrestrial		Geranium	UW17.P5.fna	FEF2_UW17.P5
UW18			FEF2	Plant_Endophyte	Maui	20.76610099	-156.257203	41949	ITS1F	ITS2	Terrestrial		Dodonea	UW18.fna	FEF2_UW18
wai03			FEF2	Plant_Endophyte	Maui	20.80266897	-156.254532	41947	ITS1F	ITS2	Terrestrial		Clermontia	wai03.fna	FEF2_wai03
wai04			FEF2	Plant_Endophyte	Maui	20.80266897	-156.254532	41947	ITS1F	ITS2	Terrestrial		Coprosma	wai04.fna	FEF2_wai04
wai05			FEF2	Plant_Endophyte	Maui	20.80266897	-156.254532	41947	ITS1F	ITS2	Terrestrial		Alyxia	wai05.fna	FEF2_wai05
wai08			FEF2	Plant_Endophyte	Maui	20.80209699	-156.254714	41947	ITS1F	ITS2	Terrestrial		Peperomia	wai08.fna	FEF2_wai08
wai09.A			FEF2	Plant_Endophyte	Maui	20.80209699	-156.254714	41947	ITS1F	ITS2	Terrestrial		Pelea	wai09.A.fna	FEF2_wai09.A
wai09.B			FEF2	Plant_Endophyte	Maui	20.80209699	-156.254714	41947	ITS1F	ITS2	Terrestrial		Pelea	wai09.B.fna	FEF2_wai09.B
wai10			FEF2	Plant_Endophyte	Maui	20.80209699	-156.254714	41947	ITS1F	ITS2	Terrestrial		Pelea	wai10.fna	FEF2_wai10
wai11			FEF2	Plant_Endophyte	Maui	20.801639	-156.254745	41947	ITS1F	ITS2	Terrestrial		Smilax	wai11.fna	FEF2_wai11
wai12			FEF2	Plant_Endophyte	Maui	20.801639	-156.254745	41947	ITS1F	ITS2	Terrestrial		Phytolacca	wai12.fna	FEF2_wai12
wai13			FEF2	Plant_Endophyte	Maui	20.801639	-156.254745	41947	ITS1F	ITS2	Terrestrial		Peperomia	wai13.fna	FEF2_wai13
wai15			FEF2	Plant_Endophyte	Maui	20.80013797	-156.254192	41947	ITS1F	ITS2	Terrestrial		Melicope	wai15.fna	FEF2_wai15
wai16			FEF2	Plant_Endophyte	Maui	20.799122	-156.252915	41947	ITS1F	ITS2	Terrestrial		Vaccinium	wai16.fna	FEF2_wai16
wai17			FEF2	Plant_Endophyte	Maui	20.799122	-156.252915	41947	ITS1F	ITS2	Terrestrial		Hedyotis	wai17.fna	FEF2_wai17
wai18			FEF2	Plant_Endophyte	Maui	20.799122	-156.252915	41947	ITS1F	ITS2	Terrestrial		Cheirodendrum	wai18.fna	FEF2_wai18
wai19			FEF2	Plant_Endophyte	Maui	20.799122	-156.252915	41947	ITS1F	ITS2	Terrestrial		Acacia	wai19.fna	FEF2_wai19
wai20			FEF2	Plant_Endophyte	Maui	20.799122	-156.252915	41947	ITS1F	ITS2	Terrestrial		Metrosideros	wai20.fna	FEF2_wai20
wai22			FEF2	Plant_Endophyte	Maui	20.79872897	-156.251972	41947	ITS1F	ITS2	Terrestrial		Myrsine	wai22.fna	FEF2_wai22
wai22.P4			FEF2	Plant_Endophyte	Maui	20.79872897	-156.251972	41947	ITS1F	ITS2	Terrestrial		Myrsine	wai22.P4.fna	FEF2_wai22.P4
wai25			FEF2	Plant_Endophyte	Maui	20.800015	-156.252406	41947	ITS1F	ITS2	Terrestrial		Sophora	wai25.fna	FEF2_wai25
wai26			FEF2	Plant_Endophyte	Maui	20.80074498	-156.25324	41947	ITS1F	ITS2	Terrestrial		Nothocestrum	wai26.fna	FEF2_wai26
wai27			FEF2	Plant_Endophyte	Maui	20.80215901	-156.252263	41947	ITS1F	ITS2	Terrestrial		Platydesma	wai27.fna	FEF2_wai27
Mo001			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo001.fasta	FEF3_Mo001
Mo002			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo002.fasta	FEF3_Mo002
Mo003			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo003.fasta	FEF3_Mo003
Mo004			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo004.fasta	FEF3_Mo004
Mo005			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo005.fasta	FEF3_Mo005
Mo006			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo006.fasta	FEF3_Mo006
Mo007			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo007.fasta	FEF3_Mo007
Mo008			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo008.fasta	FEF3_Mo008
Mo009			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo009.fasta	FEF3_Mo009
Mo010			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo010.fasta	FEF3_Mo010
Mo011			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo011.fasta	FEF3_Mo011
Mo012			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo012.fasta	FEF3_Mo012
Mo013			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo013.fasta	FEF3_Mo013
Mo014			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo014.fasta	FEF3_Mo014
Mo015			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo015.fasta	FEF3_Mo015
Mo016			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo016.fasta	FEF3_Mo016
Mo017			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo017.fasta	FEF3_Mo017
Mo018			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo018.fasta	FEF3_Mo018
Mo019			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo019.fasta	FEF3_Mo019
Mo020			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo020.fasta	FEF3_Mo020
Mo021			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo021.fasta	FEF3_Mo021
Mo022			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo022.fasta	FEF3_Mo022
Mo023			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo023.fasta	FEF3_Mo023
Mo024			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo024.fasta	FEF3_Mo024
Negcont1			FEF3	Controls					ITS1F	ITS2	Terrestrial			Negcont1.fasta	FEF3_Negcont1
Mo025			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo025.fasta	FEF3_Mo025
Mo026			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo026.fasta	FEF3_Mo026
Mo027			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo027.fasta	FEF3_Mo027
Mo028			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo028.fasta	FEF3_Mo028
Mo029			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo029.fasta	FEF3_Mo029
Mo031			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo031.fasta	FEF3_Mo031
Mo032			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo032.fasta	FEF3_Mo032
Mo034			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo034.fasta	FEF3_Mo034
Mo035			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo035.fasta	FEF3_Mo035
Mo036			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo036.fasta	FEF3_Mo036
Mo037			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo037.fasta	FEF3_Mo037
Mo038			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo038.fasta	FEF3_Mo038
Mo039			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo039.fasta	FEF3_Mo039
Mo041			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo041.fasta	FEF3_Mo041
Mo042			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo042.fasta	FEF3_Mo042
Mo043			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo043.fasta	FEF3_Mo043
Mo044			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo044.fasta	FEF3_Mo044
Mo045			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo045.fasta	FEF3_Mo045
Mo046			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo046.fasta	FEF3_Mo046
Mo047			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo047.fasta	FEF3_Mo047
Mo048			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo048.fasta	FEF3_Mo048
Mo049			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo049.fasta	FEF3_Mo049
Mo051			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo051.fasta	FEF3_Mo051
Mo052			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo052.fasta	FEF3_Mo052
Mo054			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo054.fasta	FEF3_Mo054
Mo055			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo055.fasta	FEF3_Mo055
Mo056			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo056.fasta	FEF3_Mo056
Mo058			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo058.fasta	FEF3_Mo058
Mo059			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo059.fasta	FEF3_Mo059
Mo060			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo060.fasta	FEF3_Mo060
Negcont2			FEF3	Controls					ITS1F	ITS2	Terrestrial			Negcont2.fasta	FEF3_Negcont2
Mo061			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo061.fasta	FEF3_Mo061
Mo063			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo063.fasta	FEF3_Mo063
Mo064			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo064.fasta	FEF3_Mo064
Mo065			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo065.fasta	FEF3_Mo065
Mo066			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo066.fasta	FEF3_Mo066
Mo067			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo067.fasta	FEF3_Mo067
Mo068			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo068.fasta	FEF3_Mo068
Mo069			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo069.fasta	FEF3_Mo069
Mo070			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo070.fasta	FEF3_Mo070
Mo071			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo071.fasta	FEF3_Mo071
Mo072			FEF3	Plant_Endophyte	Molokai				ITS1F	ITS2	Terrestrial			Mo072.fasta	FEF3_Mo072
