Family,Species_number,Species_name,English_name,Clutch_size,Egg_mass,Mating_System,mass,wing,tarsus,bill,tail,Gender
123,5970,Rhipidura fuliginosa,Grey Fantail,NA,1.35,2,9.3,NA,NA,NA,NA,Unsexed
123,5977,Rhipidura brachyrhyncha,Dimorphic Fantail,NA,NA,2,8,NA,NA,NA,NA,Unsexed
123,5983,Rhipidura rufidorsa,Rufous-backed Fantail,NA,NA,2,5,NA,NA,NA,NA,Unsexed
123,5991,Dicrurus ludwigii,Square-tailed Drongo,2.6,3.1,NA,NA,NA,NA,NA,NA,Unsexed
123,5992,Dicrurus atripennis,Shining Drongo,2,3.8,NA,NA,NA,NA,NA,NA,Unsexed
123,5993,Dicrurus adsimilis,Fork-tailed Drongo,2.7,4.3,NA,43.4,NA,NA,NA,NA,Unsexed
123,5994,Dicrurus modestus,Velvet-mantled Drongo,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6005,Dicrurus hottentottus,Hair-crested Drongo,NA,7,2,82,NA,NA,NA,NA,Unsexed
123,6010,Dicrurus bracteatus,Spangled Drongo,NA,NA,2,96.5,NA,NA,NA,NA,Unsexed
123,6014,Erythrocercus mccallii,Chestnut-capped Flycatcher,NA,NA,NA,7.2,NA,NA,NA,NA,Unsexed
123,6015,Erythrocercus holochlorus,Yellow Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6016,Erythrocercus livingstonei,Livingstone's Flycatcher,2.25,0.75,NA,6,NA,NA,NA,NA,Unsexed
123,6017,Elminia longicauda,African Blue-Flycatcher,1.8,1.26,NA,NA,NA,NA,NA,NA,Unsexed
123,6018,Elminia albicauda,White-tailed Blue-Flycatcher,2,1.28,NA,7.8,NA,NA,NA,NA,Unsexed
123,6019,Trochocercus nigromitratus,Dusky Crested-Flycatcher,NA,1.36,NA,NA,NA,NA,NA,NA,Unsexed
123,6020,Trochocercus albiventris,White-bellied Crested-Flycatcher,NA,1.29,NA,8.9,NA,NA,NA,NA,Unsexed
123,6021,Trochocercus albonotatus,White-tailed Crested-Flycatcher,NA,1.65,NA,NA,NA,NA,NA,NA,Unsexed
123,6022,Trochocercus nitens,Blue-headed Crested-Flycatcher,2,1.78,NA,NA,NA,NA,NA,NA,Unsexed
123,6023,Trochocercus cyanomelas,African Crested-Flycatcher,2.2,1.45,NA,NA,NA,NA,NA,NA,Unsexed
123,6028,Terpsiphone rufiventer,Black-headed Paradise-Flycatcher,2.5,2.26,NA,16.5,NA,NA,NA,NA,Unsexed
123,6029,Terpsiphone bedfordi,Bedford's Paradise-Flycatcher,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6030,Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher,2,1.87,NA,NA,NA,NA,NA,NA,Unsexed
123,6031,Terpsiphone viridis,African Paradise-Flycatcher,2.38,1.86,NA,NA,NA,NA,NA,NA,Unsexed
123,6032,Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher,1.7,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6055,Monarcha axillaris,Black Monarch,NA,2.42,2,11.5,NA,NA,NA,NA,Unsexed
123,6058,Monarcha frater,Black-winged Monarch,NA,2.21,2,19,NA,NA,NA,NA,Unsexed
123,6059,Monarcha melanopsis,Black-faced Monarch,NA,3.28,2,23,NA,NA,NA,NA,Unsexed
123,6065,Monarcha leucotis,White-eared Monarch,NA,NA,2,12.8,NA,NA,NA,NA,Unsexed
123,6066,Monarcha guttulus,Spot-winged Monarch,NA,2.83,2,14.5,NA,NA,NA,NA,Unsexed
123,6068,Monarcha trivirgatus,Spectacled Monarch,NA,2.47,2,13.5,NA,NA,NA,NA,Unsexed
123,6075,Monarcha manadensis,Hooded Monarch,NA,3.58,2,19,NA,NA,NA,NA,Unsexed
123,6085,Monarcha chrysomela,Golden Monarch,NA,NA,2,14,NA,NA,NA,NA,Unsexed
123,6086,Arses telescophthalmus,Frilled Monarch,NA,2.3,2,16,NA,NA,NA,NA,Unsexed
123,6095,Myiagra rubecula,Leaden Flycatcher,NA,1.95,2,14,NA,NA,NA,NA,Unsexed
123,6104,Myiagra inquieta,Restless Flycatcher,NA,2.65,2,12.5,NA,NA,NA,NA,Unsexed
123,6105,Myiagra alecto,Shining Flycatcher,NA,NA,2,21,NA,NA,NA,NA,Unsexed
123,6110,Grallina cyanoleuca,Magpie-lark,NA,6.4,2,47.5,NA,NA,NA,NA,Unsexed
123,6111,Grallina bruijni,Torrent-lark,NA,NA,2,42.5,NA,NA,NA,NA,Unsexed
123,6116,Lanioturdus torquatus,Chatshrike,2.4,2.5,NA,33.8,NA,29.5,21.8,44.2,Unsexed
123,6117,Nilaus afer,Brubru,2,3.5,NA,NA,NA,NA,NA,57.5,Unsexed
123,6118,Dryoscopus gambensis,Northern Puffback,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6119,Dryoscopus pringlii,Pringle's Puffback,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6120,Dryoscopus cubla,Black-backed Puffback,2.5,3.05,NA,NA,NA,22.5,19.25,NA,Unsexed
123,6121,Dryoscopus senegalensis,Red-eyed Puffback,2,NA,NA,NA,NA,NA,18.7,NA,Unsexed
123,6122,Dryoscopus angolensis,Pink-footed Puffback,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6123,Dryoscopus sabini,Large-billed Puffback,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6124,Tchagra minuta,Marsh Tchagra,NA,3.7,NA,NA,NA,NA,NA,NA,Unsexed
123,6126,Tchagra senegala,Black-crowned Tchagra,2.4,4,NA,49.7,NA,NA,NA,NA,Unsexed
123,6127,Tchagra australis,Brown-crowned Tchagra,2.4,3.45,NA,NA,NA,NA,NA,NA,Unsexed
123,6128,Tchagra jamesi,Three-streaked Tchagra,2.5,2.55,NA,NA,NA,NA,NA,NA,Unsexed
123,6129,Tchagra tchagra,Southern Tchagra,2.2,3.97,NA,46.8,NA,NA,NA,NA,Unsexed
123,6130,Laniarius ruficeps,Red-naped Bushshrike,3,2.85,NA,NA,NA,NA,NA,NA,Unsexed
123,6131,Laniarius luehderi,Luehder's Bushshrike,1.5,3.85,NA,NA,NA,NA,NA,NA,Unsexed
123,6132,Laniarius brauni,Orange-breasted Bushshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6133,Laniarius amboimensis,Gabela Bushshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6135,Laniarius turatii,Turati's Boubou,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6136,Laniarius aethiopicus,Tropical Boubou,2.5,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6137,Laniarius bicolor,Gabon Boubou,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6138,Laniarius ferrugineus,Southern Boubou,2.5,4.1,NA,NA,NA,NA,NA,92.1,Unsexed
123,6139,Laniarius barbarus,Common Gonolek,2,3.59,NA,48.1,NA,NA,NA,NA,Unsexed
123,6140,Laniarius erythrogaster,Black-headed Gonolek,2,NA,NA,48,NA,NA,NA,NA,Unsexed
123,6141,Laniarius atrococcineus,Crimson-breasted Gonolek,2.8,3.75,NA,48.3,NA,NA,NA,NA,Unsexed
123,6142,Laniarius mufumbiri,Papyrus Gonolek,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6143,Laniarius atroflavus,Yellow-breasted Boubou,2,3.48,NA,43,NA,NA,NA,NA,Unsexed
123,6144,Laniarius funebris,Slate-colored Boubou,2.1,2.8,NA,NA,NA,NA,NA,NA,Unsexed
123,6145,Laniarius leucorhynchus,Sooty Boubou,2,4.2,NA,NA,NA,NA,NA,NA,Unsexed
123,6146,Laniarius poensis,Mountain Boubou,2,NA,NA,44.9,NA,NA,NA,NA,Unsexed
123,6147,Laniarius fuelleborni,Fuelleborn's Boubou,1.5,3.8,NA,NA,NA,NA,NA,NA,Unsexed
123,6148,Rhodophoneus cruentus,Rosy-patched Bushshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6149,Telophorus zeylonus,Bokmakierie Bushshrike,NA,4.7,NA,NA,NA,NA,NA,NA,Unsexed
123,6150,Telophorus bocagei,Grey-green Bushshrike,NA,2.88,NA,NA,NA,NA,NA,NA,Unsexed
123,6151,Telophorus sulfureopectus,Sulphur-breasted Bushshrike,NA,2.75,NA,NA,NA,NA,NA,NA,Unsexed
123,6152,Telophorus olivaceus,Olive Bushshrike,NA,3,NA,NA,NA,NA,NA,NA,Unsexed
123,6153,Telophorus multicolor,Many-colored Bushshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6154,Telophorus nigrifrons,Black-fronted Bushshrike,NA,3.4,NA,NA,NA,NA,NA,NA,Unsexed
123,6156,Telophorus viridis,Perrin's Bushshrike,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6157,Telophorus dohertyi,Doherty's Bushshrike,NA,3.63,NA,NA,NA,NA,NA,NA,Unsexed
123,6159,Malaconotus cruentus,Fiery-breasted Bushshrike,3,6,NA,NA,NA,NA,NA,NA,Unsexed
123,6160,Malaconotus lagdeni,Lagden's Bushshrike,2,6.69,NA,NA,NA,NA,NA,NA,Unsexed
123,6161,Malaconotus gladiator,Green-breasted Bushshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6162,Malaconotus blanchoti,Grey-headed Bushshrike,2.9,6.25,NA,NA,114,NA,NA,111.5,Unsexed
123,6165,Prionops plumatus,White Helmetshrike,3.9,3.1,NA,NA,NA,NA,NA,NA,Unsexed
123,6166,Prionops poliolophus,Grey-crested Helmetshrike,NA,3.25,NA,NA,NA,NA,NA,NA,Unsexed
123,6167,Prionops alberti,Yellow-crested Helmetshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6168,Prionops caniceps,Chestnut-bellied Helmetshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6169,Prionops rufiventris,Gabon Helmetshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6170,Prionops retzii,Retz's Helmetshrike,3.4,3.9,NA,NA,NA,NA,NA,NA,Unsexed
123,6171,Prionops gabela,Angola Helmetshrike,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6172,Prionops scopifrons,Chestnut-fronted Helmetshrike,3,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6173,Bias flammulatus,African Shrike-flycatcher,NA,2.75,NA,NA,NA,NA,NA,NA,Unsexed
123,6174,Bias musicus,Black-and-white Shrike-flycatcher,2,2.27,NA,NA,NA,NA,NA,NA,Unsexed
123,6176,Batis diops,Ruwenzori Batis,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6177,Batis margaritae,Boulton's Batis,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6178,Batis mixta,Short-tailed Batis,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6181,Batis capensis,Cape Batis,2.1,1.75,NA,NA,NA,18.8,NA,NA,Unsexed
123,6182,Batis fratrum,Zululand Batis,2.4,1.63,NA,NA,NA,18.25,NA,NA,Unsexed
123,6183,Batis molitor,Chinspot Batis,2,1.56,NA,NA,NA,18,NA,NA,Unsexed
123,6184,Batis soror,Pale Batis,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6185,Batis pririt,Pririt Batis,2,1.36,NA,NA,NA,NA,NA,NA,Unsexed
123,6186,Batis senegalensis,Senegal Batis,2,1.15,NA,NA,NA,16.5,NA,NA,Unsexed
123,6187,Batis orientalis,Grey-headed Batis,2.5,1.51,NA,NA,NA,NA,NA,NA,Unsexed
123,6188,Batis minor,Black-headed Batis,2,1.24,NA,NA,NA,NA,NA,NA,Unsexed
123,6189,Batis perkeo,Pygmy Batis,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6190,Batis minima,Verreaux's Batis,NA,NA,NA,10,NA,NA,NA,NA,Unsexed
123,6191,Batis ituriensis,Ituri Batis,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6193,Batis poensis,Fernando Po Batis,NA,NA,NA,NA,NA,13.5,NA,NA,Unsexed
123,6194,Batis minulla,Angola Batis,2,NA,NA,NA,NA,16.5,NA,NA,Unsexed
123,6195,Platysteira cyanea,Brown-throated Wattle-eye,2,1.88,NA,NA,NA,NA,NA,NA,Unsexed
123,6197,Platysteira albifrons,White-fronted Wattle-eye,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6198,Platysteira peltata,Black-throated Wattle-eye,1.9,1.98,NA,NA,NA,NA,NA,NA,Unsexed
123,6199,Platysteira castanea,Chestnut Wattle-eye,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6200,Platysteira tonsa,White-spotted Wattle-eye,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
123,6201,Platysteira blissetti,Red-cheeked Wattle-eye,NA,NA,NA,11.7,NA,NA,NA,NA,Unsexed
123,6204,Platysteira concreta,Yellow-bellied Wattle-eye,NA,NA,NA,12.6,NA,NA,NA,NA,Unsexed
125,6226,Chaetops frenatus,Rufous Rock-jumper,2,5.94,NA,NA,NA,NA,20.75,NA,Unsexed
125,6228,Picathartes gymnocephalus,White-necked Rockfowl,2,15.2,NA,NA,NA,66.5,33.3,178,Unsexed
125,6229,Picathartes oreas,Grey-necked Rockfowl,2.3,15.9,NA,226.5,NA,NA,NA,NA,Unsexed
126,6233,Phainopepla nitens,Phainopepla,2.32,NA,NA,22.1,NA,NA,NA,NA,Unsexed
126,6235,Bombycilla garrulus,Bohemian Waxwing,4.5,NA,2,NA,NA,NA,NA,NA,Unsexed
126,6237,Bombycilla cedrorum,Cedar Waxwing,4.12,NA,2,31.589,NA,NA,NA,NA,Unsexed
127,6238,Cinclus cinclus,White-throated Dipper,4.52,4.6,NA,NA,NA,NA,NA,NA,Unsexed
127,6240,Cinclus mexicanus,American Dipper,4.16,4.38,NA,NA,NA,NA,NA,NA,Unsexed
127,6241,Cinclus leucocephalus,White-capped Dipper,NA,NA,2,45,NA,NA,NA,NA,Unsexed
128,6243,Neocossyphus finschii,Finsch's Flycatcher-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6244,Neocossyphus fraseri,Rufous Flycatcher-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6245,Neocossyphus rufus,Red-tailed Ant-Thrush,NA,5.4,NA,NA,NA,NA,NA,NA,Unsexed
128,6246,Neocossyphus poensis,White-tailed Ant-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6250,Monticola rupestris,Cape Rock-Thrush,3,5.35,NA,NA,NA,29.5,23,NA,Unsexed
128,6251,Monticola explorator,Sentinel Rock-Thrush,NA,5.4,NA,NA,NA,NA,NA,NA,Unsexed
128,6252,Monticola brevipes,Short-toed Rock-Thrush,3,3.45,NA,NA,NA,NA,NA,NA,Unsexed
128,6254,Monticola angolensis,Miombo Rock-Thrush,2.7,4.15,NA,44.35,NA,NA,NA,NA,Unsexed
128,6255,Monticola saxatilis,Rufous-tailed Rock-Thrush,4.5,4.95,NA,NA,NA,NA,NA,NA,Unsexed
128,6256,Monticola rufocinereus,Little Rock-Thrush,4,3.49,NA,NA,NA,NA,NA,NA,Unsexed
128,6260,Monticola solitarius,Blue Rock-Thrush,4.54,5.95,NA,NA,NA,NA,NA,NA,Unsexed
128,6279,Zoothera sibirica,Siberian Thrush,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6280,Zoothera naevia,Varied Thrush,NA,7.3,NA,NA,NA,NA,NA,NA,Unsexed
128,6282,Zoothera piaggiae,Abyssinian Ground-Thrush,2,4.99,NA,NA,NA,NA,NA,NA,Unsexed
128,6284,Zoothera crossleyi,Crossley's Ground-Thrush,NA,NA,NA,71.5,NA,NA,NA,NA,Unsexed
128,6285,Zoothera gurneyi,Orange Ground-Thrush,2,5.2,NA,NA,NA,NA,NA,NA,Unsexed
128,6286,Zoothera oberlaenderi,Oberlaender's Ground-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6287,Zoothera cameronensis,Black-eared Ground-Thrush,NA,NA,NA,44,NA,NA,NA,NA,Unsexed
128,6288,Zoothera princei,Grey Ground-Thrush,2.2,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6290,Zoothera guttata,Spotted Ground-Thrush,2.5,5.8,NA,NA,NA,NA,NA,NA,Unsexed
128,6295,Zoothera dauma,Scaly Thrush,4.5,8.1,2,NA,NA,NA,NA,NA,Unsexed
128,6309,Sialia sialis,Eastern Bluebird,4.4,3.1,2,29.95,NA,NA,NA,NA,Unsexed
128,6310,Sialia mexicana,Western Bluebird,5.06,3,2,29,NA,NA,NA,NA,Unsexed
128,6311,Sialia currucoides,Mountain Bluebird,5.52,3.2,2,29.6,NA,NA,NA,NA,Unsexed
128,6312,Myadestes myadestinus,Kamao,1.5,NA,NA,NA,103.5,33,13.5,81.3,Unsexed
128,6314,Myadestes lanaiensis,Olomao,1.5,NA,NA,NA,NA,34.1,14,79.7,Unsexed
128,6315,Myadestes obscurus,Omao,1.5,3.75,NA,NA,NA,NA,NA,NA,Unsexed
128,6317,Myadestes townsendi,Townsend's Solitaire,3.66,3.71,NA,NA,NA,NA,NA,NA,Unsexed
128,6328,Catharus gracilirostris,Black-billed Nightingale-Thrush,NA,NA,2,19.27,NA,NA,NA,NA,Unsexed
128,6329,Catharus aurantiirostris,Orange-billed Nightingale-Thrush,NA,4,2,27,NA,NA,NA,NA,Unsexed
128,6331,Catharus occidentalis,Russet Nightingale-Thrush,NA,3.5,2,23.77,NA,NA,NA,NA,Unsexed
128,6335,Catharus fuscescens,Veery,3.9,3.4,2,30.9,96.4,NA,NA,NA,Unsexed
128,6336,Catharus minimus,Grey-cheeked Thrush,4.01,3.5,2,NA,NA,NA,NA,NA,Unsexed
128,6337,Catharus ustulatus,Swainson's Thrush,3.65,3.6,2,29.9,NA,NA,NA,NA,Unsexed
128,6338,Catharus guttatus,Hermit Thrush,3.38,3.1,2,27.31,NA,NA,NA,NA,Unsexed
128,6339,Catharus mustelinus,Wood Thrush,NA,4.85,NA,NA,NA,NA,NA,NA,Unsexed
128,6342,Psophocichla litsipsirupa,Groundscraper Thrush,2.66,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6343,Turdus pelios,African Thrush,2.4,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6344,Turdus tephronotus,Bare-eyed Thrush,2.5,5.1,NA,NA,NA,NA,NA,NA,Unsexed
128,6345,Turdus libonyanus,Kurrichane Thrush,2.9,6.95,NA,NA,NA,NA,NA,NA,Unsexed
128,6346,Turdus olivaceofuscus,Olivaceous Thrush,2,NA,NA,87,NA,NA,NA,NA,Unsexed
128,6347,Turdus olivaceus,Olive Thrush,2.07,7.4,NA,NA,NA,NA,NA,NA,Unsexed
128,6355,Turdus torquatus,Ring Ouzel,4.5,7.4,NA,NA,NA,NA,NA,NA,Unsexed
128,6357,Turdus merula,Eurasian Blackbird,3.5,7.2,2,NA,NA,NA,NA,NA,Unsexed
128,6366,Turdus ruficollis,Dark-throated Thrush,5.5,7.2,NA,NA,NA,NA,NA,NA,Unsexed
128,6368,Turdus pilaris,Fieldfare,5.13,6.8,2,NA,NA,NA,NA,NA,Unsexed
128,6369,Turdus iliacus,Redwing,5.38,4.9,NA,NA,NA,NA,NA,NA,Unsexed
128,6370,Turdus philomelos,Song Thrush,4.72,6,2,NA,NA,NA,NA,NA,Unsexed
128,6372,Turdus viscivorus,Mistle Thrush,3.5,7.8,NA,NA,NA,NA,NA,NA,Unsexed
128,6397,Turdus grayi,Clay-colored Thrush,NA,7.05,2,72.15,NA,NA,NA,NA,Unsexed
128,6407,Turdus migratorius,American Robin,3.15,6.25,2,77.3,NA,NA,NA,NA,Unsexed
128,6416,Alethe poliocephala,Brown-chested Alethe,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6417,Alethe poliophrys,Red-throated Alethe,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6418,Alethe fuelleborni,White-chested Alethe,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6419,Alethe choloensis,Cholo Alethe,NA,5.02,NA,NA,NA,NA,NA,NA,Unsexed
128,6420,Alethe diademata,White-tailed Alethe,NA,3.7,NA,NA,NA,NA,NA,NA,Unsexed
128,6422,Empidornis semipartitus,Silverbird,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6423,Bradornis pallidus,Pale Flycatcher,NA,2.01,NA,NA,NA,NA,NA,NA,Unsexed
128,6424,Bradornis infuscatus,Chat Flycatcher,NA,3.2,NA,37,NA,NA,NA,NA,Unsexed
128,6425,Bradornis mariquensis,Mariqua Flycatcher,NA,2.18,NA,NA,NA,21.5,NA,NA,Unsexed
128,6427,Bradornis microrhynchus,Large Flycatcher,NA,2.23,NA,NA,NA,NA,NA,NA,Unsexed
128,6428,Dioptrornis chocolatinus,Abyssinian Slaty-Flycatcher,NA,2.76,NA,NA,NA,NA,NA,NA,Unsexed
128,6429,Dioptrornis fischeri,White-eyed Slaty-Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6430,Dioptrornis brunneus,Angola Slaty-Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6431,Melaenornis edolioides,Northern Black-Flycatcher,2.5,2.68,NA,32,NA,NA,NA,NA,Unsexed
128,6432,Melaenornis pammelaina,Southern Black-Flycatcher,2.67,2.77,NA,NA,NA,NA,NA,NA,Unsexed
128,6433,Melaenornis ardesiacus,Yellow-eyed Black-Flycatcher,2,2.71,NA,NA,NA,NA,NA,NA,Unsexed
128,6434,Melaenornis annamarulae,West African Black-Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6435,Fraseria ocreata,African Forest-Flycatcher,2.8,3.15,NA,34,NA,NA,NA,NA,Unsexed
128,6436,Fraseria cinerascens,White-browed Forest-Flycatcher,1.8,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6437,Sigelus silens,Fiscal Flycatcher,NA,2.75,NA,NA,NA,22.75,NA,NA,Unsexed
128,6449,Muscicapa striata,Spotted Flycatcher,3.5,1.92,NA,NA,NA,NA,NA,NA,Unsexed
128,6450,Muscicapa gambagae,Gambaga Flycatcher,2,1.46,NA,NA,NA,NA,NA,NA,Unsexed
128,6453,Muscicapa dauurica,Asian Brown Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6459,Muscicapa ussheri,Ussher's Flycatcher,NA,NA,NA,NA,NA,14,NA,NA,Unsexed
128,6460,Muscicapa infuscata,Sooty Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6461,Muscicapa boehmi,Boehm's Flycatcher,4,1.95,NA,NA,NA,NA,NA,NA,Unsexed
128,6462,Muscicapa aquatica,Swamp Alseonax,2.5,1.27,NA,NA,NA,NA,NA,NA,Unsexed
128,6463,Muscicapa olivascens,Olivaceous Alseonax,NA,NA,NA,16,NA,NA,NA,NA,Unsexed
128,6464,Muscicapa lendu,Chapin's Alseonax,2,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6466,Muscicapa adusta,Dusky Alseonax,2.7,1.66,NA,11.2,NA,15.5,NA,NA,Unsexed
128,6467,Muscicapa epulata,Little Grey Alseonax,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6468,Muscicapa sethsmithi,Yellow-footed Alseonax,2,1.21,NA,NA,NA,NA,NA,NA,Unsexed
128,6469,Muscicapa comitata,Dusky-blue Flycatcher,1.5,1.83,NA,14.3,NA,NA,NA,NA,Unsexed
128,6470,Muscicapa tessmanni,Tessmann's Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6471,Muscicapa cassini,Cassin's Alseonax,1.9,2.06,NA,NA,NA,NA,NA,NA,Unsexed
128,6472,Muscicapa caerulescens,Ashy Alseonax,2.8,2.09,NA,NA,NA,NA,NA,NA,Unsexed
128,6473,Myioparus griseigularis,Grey-throated Tit-Flycatcher,2,2.07,NA,NA,NA,NA,NA,NA,Unsexed
128,6474,Myioparus plumbeus,Grey Tit-Flycatcher,2,1.52,NA,NA,NA,NA,NA,NA,Unsexed
128,6476,Ficedula hypoleuca,European Pied Flycatcher,5.15,1.7,3,12,NA,NA,NA,NA,Unsexed
128,6477,Ficedula albicollis,Collared Flycatcher,6,1.6,3,10.3,NA,NA,NA,NA,Unsexed
128,6478,Ficedula semitorquata,Semicollared Flycatcher,5.5,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6484,Ficedula parva,Red-breasted Flycatcher,5.7,1.45,NA,NA,NA,NA,NA,NA,Unsexed
128,6538,Horizorhinus dohrni,Dohrn's Flycatcher,2.5,NA,NA,19.5,NA,NA,NA,NA,Unsexed
128,6539,Pogonocichla stellata,White-starred Robin,NA,3.05,NA,NA,NA,NA,NA,NA,Unsexed
128,6540,Swynnertonia swynnertoni,Swynnerton's Robin,NA,NA,NA,NA,NA,26.1,14,NA,Unsexed
128,6541,Stiphrornis erythrothorax,Forest Robin,NA,2.31,NA,NA,NA,NA,NA,NA,Unsexed
128,6543,Sheppardia bocagei,Bocage's Akalat,NA,NA,NA,18.3,NA,NA,NA,NA,Unsexed
128,6544,Sheppardia cyornithopsis,Lowland Akalat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6545,Sheppardia aequatorialis,Equatorial Akalat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6546,Sheppardia sharpei,Sharpe's Akalat,NA,2.45,NA,NA,NA,NA,NA,NA,Unsexed
128,6547,Sheppardia gunningi,East Coast Akalat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6549,Sheppardia montana,Usambara Akalat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6550,Sheppardia lowei,Iringa Akalat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6551,Erithacus rubecula,European Robin,5.17,2.4,NA,NA,NA,NA,NA,NA,Unsexed
128,6555,Luscinia luscinia,Thrush Nightingale,4.8,3.06,NA,NA,NA,NA,NA,NA,Unsexed
128,6556,Luscinia megarhynchos,Common Nightingale,4.78,2.65,NA,NA,NA,NA,NA,NA,Unsexed
128,6557,Luscinia calliope,Siberian Rubythroat,5,2.65,NA,NA,NA,NA,NA,NA,Unsexed
128,6559,Luscinia svecica,Bluethroat,5.8,1.98,2,NA,NA,NA,NA,NA,Unsexed
128,6564,Luscinia cyane,Siberian Blue Robin,NA,2.24,NA,NA,NA,NA,NA,NA,Unsexed
128,6565,Tarsiger cyanurus,Orange-flanked Bush-Robin,6,1.85,NA,NA,NA,NA,NA,NA,Unsexed
128,6570,Irania gutturalis,White-throated Robin,4,2.66,NA,NA,NA,NA,NA,NA,Unsexed
128,6571,Cossypha isabellae,Mountain Robin-Chat,NA,2.87,NA,24.3,NA,NA,NA,NA,Unsexed
128,6572,Cossypha roberti,White-bellied Robin-Chat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6573,Cossypha archeri,Archer's Robin-Chat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
128,6574,Cossypha anomala,Olive-flanked Robin-Chat,NA,3.66,NA,NA,NA,NA,NA,NA,Unsexed
128,6575,Cossypha caffra,Cape Robin-Chat,NA,3.34,NA,NA,NA,NA,NA,NA,Unsexed
128,6576,Cossypha humeralis,White-throated Robin-Chat,NA,2.5,NA,NA,NA,NA,NA,NA,Unsexed
128,6577,Cossypha cyanocampter,Blue-shouldered Robin-Chat,NA,3.15,NA,NA,NA,NA,NA,NA,Unsexed
128,6578,Cossypha polioptera,Grey-winged Robin-Chat,NA,NA,NA,NA,NA,NA,NA,NA,Unsexed
