Species,wd,MaxD,MaxgrD,MeangrD,Mort
Pouteria macrophylla,0.737,344.8,0.859806739,0.203908374,0.634101959
Pouteria manaosensis,0.64,513,NA,NA,NA
Pouteria melanopoda,0.968666667,550,0.874922126,0.171973734,NA
Pouteria minima,0.756,327.55,0.454719575,0.112990815,NA
Pouteria multiflora,0.77,434.8,0.498478437,0.125298841,NA
Pouteria nemorosa,0.44,NA,NA,NA,NA
Pouteria oblanceolata,0.79,534.2,0.706629134,0.199308908,NA
Pouteria opposita,NA,345.15,0.441053665,0.127529413,NA
Pouteria oppositifolia,0.65,926.4,0.674542165,0.275202977,NA
Pouteria papyracea,0.564,NA,NA,NA,NA
Pouteria platyphylla,NA,317,0.321106801,NA,NA
Pouteria procera,NA,746,1.354545455,0.367318427,NA
Pouteria ramiflora,NA,462.5,0.791235817,0.233009416,NA
Pouteria reticulata,0.794,583.2,0.801377639,0.15749301,0.893477148
Pouteria retinervis,NA,477,0.533639953,0.130605898,0.461605524
Pouteria rostrata,NA,397.15,0.630550622,0.128658622,NA
Pouteria singularis,NA,469,0.37865977,0.108159353,NA
Pouteria speciosa,0.607,667.25,NA,NA,NA
Pouteria torta,0.7685,523.2,0.749477716,0.155174422,0.38563815
Pouteria trilocularis,0.672,427.7,0.888822505,0.24724094,NA
Pouteria venosa,0.92,474,0.551789878,0.119241452,NA
Pouteria vernicosa,0.737,380,0.546933397,0.148945151,NA
Pouteria virescens,NA,382.7,0.315790809,0.101680999,NA
Pradosia cochlearia,0.73,846.6,0.772912373,0.179458228,0.328527273
Pradosia ptychandra,0.645,518.25,0.66314488,0.110364215,NA
Pradosia schomburgkiana,0.753666667,491.6,0.762141968,0.324631924,NA
Preslianthus pittieri,NA,201.85,NA,NA,NA
Prockia crucis,0.58,NA,NA,NA,NA
Protium altsonii,0.684,510.55,0.746506131,0.240134184,1.208661221
Protium amazonicum,0.599,303.7,0.758323307,0.206055277,0.852229023
Protium apiculatum,NA,303,0.723319473,0.22335197,0.873667341
Protium aracouchini,0.49,267.2,0.549450549,0.152366819,1.069979125
Protium carnosum,0.45,NA,NA,NA,NA
Protium crassipetalum,0.65,305.4,0.863888005,0.205995523,NA
Protium crenatum,0.54,491.4,2.271065162,0.397636446,NA
Protium cuneatum,0.49,NA,NA,NA,NA
Protium decandrum,0.512,345,0.89911505,0.225801507,1.183880792
Protium divaricatum,NA,234.4,1.111971675,0.280510397,NA
Protium ferrugineum,NA,206,NA,NA,NA
Protium gallicum,NA,322.8,0.330695249,0.120269006,NA
Protium gallosum,NA,266.55,0.660079353,0.200993445,NA
Protium giganteum,NA,353.6,NA,NA,NA
Protium glabrescens,NA,308,NA,NA,NA
Protium grandifolium,0.638,245.1,1.058910886,0.272107401,NA
Protium guianense,0.711,271.6,0.394171094,0.119390598,NA
Protium hebetatum,NA,262.8,0.432132341,0.113637713,1.361593498
Protium heptaphyllum,0.6293,308,1.001525845,0.252093849,NA
Protium krukoffii,NA,192.85,0.319022776,0.116061058,NA
Protium nitidifolium,NA,242.75,0.518252023,0.194906749,NA
Protium nodulosum,0.49,392.5,0.894709117,0.259949392,1.504772274
Protium occultum,NA,246,0.388310649,0.104475231,NA
Protium opacum,0.57,337.45,0.676395769,0.228994522,0.785229391
Protium pallidum,NA,294.8,0.587177951,0.213464652,NA
Protium paniculatum,0.49,324.3,0.636361565,0.174825676,1.160089981
Protium pilosissimum,NA,157.1,0.343229792,0.141335671,3.329054992
Protium pilosum,NA,225.15,NA,NA,NA
Protium polybotryum,0.689,421.35,NA,NA,NA
Protium puncticulatum,NA,384.2,0.632272785,0.237363952,NA
Protium robustum,NA,299.4,NA,NA,NA
Protium sagotianum,0.5575,351.6,0.584663106,0.158704508,0.539144027
Protium spruceanum,NA,360,0.79720219,0.277301985,NA
Protium strumosum,NA,209.4,0.501169807,0.116641844,NA
Protium subserratum,0.55,325,1.007562677,0.367774393,0.718921954
Protium tenuifolium,0.56975,375.05,0.6697669,0.221070196,0.83357318
Protium trifoliolatum,0.685,225,0.259320026,0.076396447,1.091027681
Protium unifoliolatum,0.33,254,NA,NA,NA
Prunus detrita,NA,434.95,NA,NA,NA
Prunus myrtifolia,0.741,NA,NA,NA,NA
Pseudima frutescens,0.8,NA,NA,NA,NA
Pseudobombax marginatum,0.32,NA,NA,NA,NA
Pseudobombax munguba,0.25,NA,NA,NA,NA
Pseudobombax septenatum,0.211666667,440,NA,NA,NA
Pseudolmedia laevigata,0.629,426.7,0.57995308,0.16985016,0.573092769
Pseudolmedia laevis,0.618444444,445.1,0.846668967,0.213223918,0.624743115
Pseudolmedia macrophylla,0.66025,342.3,0.592266544,0.160186512,0.429579578
Pseudolmedia rigida,0.64,430.4,0.843979021,0.288941269,NA
Pseudomalmea diclina,0.808,362.6,0.656621542,0.212507429,0.97862827
Pseudopiptadenia pittieri,0.61,NA,NA,NA,NA
Pseudopiptadenia psilostachya,NA,791.6,1.294188137,0.348398391,NA
Pseudopiptadenia suaveolens,0.679714286,951.5,1.745491434,0.568315963,NA
Pseudoxandra cuspidata,NA,195,0.502122935,0.167216019,1.708020493
Pseudoxandra leiophylla,NA,299.6,NA,NA,NA
Pseudoxandra polyphleba,0.37,NA,NA,NA,NA
Psidium acutangulum,0.74,294.8,NA,NA,NA
Psidium guineense,NA,261.8,0.50994006,0.131913192,0.940667427
Psidium sartorianum,0.79,NA,NA,NA,NA
Pterocarpus amazonum,NA,788.5,NA,NA,NA
Pterocarpus officinalis,0.395785715,531.2,NA,NA,NA
Pterocarpus rohrii,0.437,588,1.378784715,0.347816761,0.918469161
Pterocarpus santalinoides,0.528,509,NA,NA,NA
Pterygota amazonica,0.56,978.6,NA,NA,NA
Ptychopetalum olacoides,0.6625,246.65,0.461310254,0.161556824,NA
Quadrella indica,NA,185,0.637082601,0.169152396,NA
Qualea acuminata,0.65,NA,NA,NA,NA
Qualea cordata,NA,500.5,NA,NA,NA
Qualea dinizii,0.5975,NA,NA,NA,NA
Qualea homosepala,0.685,NA,NA,NA,NA
Qualea lineata,NA,780.8,1.96216454,0.797404311,NA
Qualea paraensis,0.689333333,712.75,1.833882688,0.408947908,0.579771167
Qualea rosea,0.5796,900.2,1.120172562,0.331762399,0.358951694
Qualea tricolor,0.65,NA,NA,NA,NA
Quararibea amazonica,NA,174.5,0.469786768,NA,NA
Quararibea asterolepis,0.454,NA,NA,NA,NA
Quararibea duckei,NA,179,0.24020926,0.061846519,0.417268163
Quararibea guianensis,0.56,244.95,0.510479729,0.86413145,NA
Quararibea lasiocalyx,NA,154.4,0.379958906,0.098609032,NA
Quararibea wittii,0.465,319.75,0.694336101,0.177892878,0.80688138
Quiina amazonica,0.92,179.8,NA,NA,NA
Quiina cruegeriana,NA,218.5,NA,NA,NA
Quiina florida,0.728,247.05,0.781863143,0.167480348,NA
Quiina negrensis,NA,208.6,0.283581556,0.093908605,NA
Quiina obovata,0.851,289.2,0.51465035,0.141798688,NA
Quiina paraensis,NA,206.65,0.299145299,0.089957237,NA
Randia armata,0.69,181.8,NA,NA,NA
Rauvolfia paraensis,0.55,NA,NA,NA,NA
Rauvolfia praecox,0.459666667,NA,NA,NA,NA
Recordoxylon speciosum,0.8,NA,NA,NA,NA
Rhabdodendron amazonicum,NA,174,NA,NA,NA
Rhamnidium elaeocarpum,NA,352.8,1.402151023,0.384577662,NA
Rheedia benthamiana,NA,235.3,NA,NA,NA
Rheedia brasiliensis,NA,212.8,0.8125,0.271767368,NA
Rhodostemonodaphne grandis,0.39,377.75,0.826580014,0.228451516,NA
Rhodostemonodaphne kunthiana,NA,430,NA,NA,NA
Rhodostemonodaphne praeclara,0.4,478.6,NA,NA,NA
Richeria grandis,0.576666667,520.8,0.963656369,0.313898122,NA
Rinorea apiculata,NA,341.3,0.818043508,0.276146364,2.975290636
Rinorea flavescens,0.63,158,0.25089143,0.046355197,1.237567399
Rinorea guianensis,0.78,307,0.376276132,0.115748216,0.725640214
Rinorea lindeniana,NA,181.4,0.303153147,0.085115615,NA
Rinorea paniculata,0.75,NA,NA,NA,NA
Rinorea pubiflora,0.75,222.95,NA,NA,NA
Rinorea racemosa,0.682,153.7,0.29515768,0.093389406,2.031480021
Rinorea riana,NA,163.5,0.298793547,0.06729684,0.613156318
Rinorea viridifolia,0.515,151.7,0.394363933,0.082167566,1.416099629
Rinoreocarpus ulei,NA,245.4,0.482164276,0.155117782,NA
Rollinia edulis,NA,314.65,1.366641004,0.410108438,NA
Rollinia insignis,0.425,440,NA,NA,NA
Rollinia pittieri,0.27,575,2.099991596,0.571774799,NA
Roucheria calophylla,0.88,NA,NA,NA,NA
Roucheria columbiana,0.77,269.4,0.681818182,0.233965598,2.388066088
Roupala montana,0.783333333,289.65,0.474531302,0.14587798,NA
Ruizodendron ovale,NA,309,0.876898641,0.239952819,1.356334318
Ruizterania albiflora,0.576125,868.6,1.283196823,0.399990905,NA
Ruizterania retusa,0.705,NA,NA,NA,NA
Ruizterania trichanthera,NA,750.85,NA,NA,NA
Ruprechtia laxiflora,0.57,NA,NA,NA,NA
Ruptiliocarpon caracolito,NA,476.95,NA,NA,NA
Sacoglottis amazonica,NA,566.6,0.716958715,0.234395136,NA
Sacoglottis ceratocarpa,NA,324.8,NA,NA,NA
Sacoglottis cydonioides,0.782333333,NA,NA,NA,NA
Sacoglottis guianensis,0.835857143,430.7,0.915075543,0.337553737,0.424049528
Sacoglottis mattogrossensis,0.77,560.4,0.650662133,0.265579566,NA
Sagotia brachysepala,NA,248,0.438596491,0.153455169,0.912807991
Sagotia racemosa,0.58,264.6,0.605497451,0.104316288,NA
Salacia juruana,NA,249.15,NA,NA,NA
Salacia macrantha,NA,191.15,NA,NA,NA
Samanea saman,NA,642.15,NA,NA,NA
Sandwithia guyanensis,0.74,158.6,0.194234959,0.046724997,0.577863761
Sandwithia heterocalyx,NA,430,NA,NA,NA
Sapindus saponaria,0.743333333,390,NA,NA,NA
Sapium glandulosum,0.41525,643.5,1.522401856,0.421378127,NA
Sapium marmieri,0.41,649.25,2.150636475,0.594939682,1.167742415
Sapium stylare,0.47,NA,NA,NA,NA
Sarcaulus brasiliensis,0.615,431.5,0.549450549,0.13954197,NA
Schefflera decaphylla,0.446333333,546.7,1.154683071,0.403358547,NA
Schefflera morototoni,0.458428571,562.8,1.450796493,0.514441159,NA
Schizolobium parahyba,0.358333333,NA,NA,NA,NA
Sclerolobium froesii,NA,391.5,1.382868937,0.527960994,NA
Sclerolobium melanocarpum,0.61,518.4,NA,NA,NA
Scleronema micranthum,0.624777778,539.75,0.747509908,0.218934681,0.585020904
Scleronema praecox,0.593333333,729,0.89459279,0.234929279,NA
Senefeldera inclinata,0.7,291.4,0.547215496,0.159776008,NA
Senefeldera macrophylla,0.86,NA,NA,NA,NA
Senegalia loretensis,NA,662.75,2.8,0.933665932,NA
Senegalia polyphylla,NA,502.5,1.845833323,0.562247188,NA
Senna multijuga,0.582,NA,NA,NA,NA
Senna silvestris,NA,354.75,1.897744784,0.802832721,NA
Sextonia rubra,0.552285714,923.5,0.940270156,0.24454626,0.483702731
Simaba cedron,0.474333333,196,0.275432672,0.055208474,0.190917573
Simaba morettii,NA,847.6,0.516283418,0.191518324,NA
Simaba orinocensis,0.42,NA,NA,NA,NA
Simaba polyphylla,NA,338.7,0.67525322,0.126277671,NA
Simarouba amara,0.383333333,695,1.685631757,0.577674424,1.158325252
Simira rubescens,0.8,325,0.876645012,0.245965629,NA
Siparuna cristata,NA,178,0.480786759,0.131351107,NA
Siparuna cuspidata,0.655,237.45,0.355542622,0.11504717,NA
Siparuna decipiens,0.6405,235.5,0.37694999,0.081637651,0.913814239
Siparuna glycycarpa,NA,360.2,0.973743697,NA,NA
Siparuna guianensis,NA,157,NA,NA,NA
Siparuna pachyantha,NA,415.8,0.414336297,0.10049049,NA
Sloanea brevipes,NA,500,NA,NA,NA
Sloanea eichleri,0.75,378.2,0.805692601,0.181945869,0.880533729
Sloanea floribunda,NA,430,0.431991844,0.105084839,NA
Sloanea fragrans,0.47,409.25,0.850367589,NA,NA
Sloanea froesii,NA,248.6,0.35,0.091666667,NA
Sloanea garckeana,NA,263,0.54563317,0.211846387,NA
Sloanea gracilis,NA,335.5,1.008887821,0.237029179,NA
Sloanea grandiflora,0.81025,445,NA,NA,NA
Sloanea guianensis,0.8212,867.2,1.099752624,0.313965627,0.565773226
Sloanea latifolia,NA,364.25,NA,NA,NA
Sloanea laurifolia,0.8155,NA,NA,NA,NA
Sloanea laxiflora,NA,802.65,NA,NA,NA
Sloanea nitida,0.955,NA,NA,NA,NA
Sloanea obtusifolia,NA,1266.7,NA,NA,NA
Sloanea robusta,0.861,293.5,0.7300256,0.191734064,NA
Sloanea rufa,NA,201.15,NA,NA,NA
Sloanea schomburgkii,0.8655,NA,NA,NA,NA
Sloanea sinemariensis,NA,272.7,0.499369112,0.140546191,NA
Sloanea synandra,0.653,435,0.282674456,0.085669472,NA
Sloanea terniflora,NA,479,0.671369689,0.17929044,NA
Socratea exorrhiza,0.23,218,NA,NA,1.645748464
Socratea salazarii,NA,124,NA,NA,NA
Solanum grandiflorum,0.35,224.8,2.173913043,0.736001564,NA
Sorocea briquetii,0.595,402.1,1.207799903,0.33392514,0.955829099
Sorocea guilleminiana,NA,224.25,0.344768563,0.078678557,NA
Sorocea muriculata,NA,265.4,NA,NA,NA
Sorocea pubivena,NA,237.75,0.65945511,0.155521539,NA
Sorocea sprucei,NA,276.25,1.00984008,0.270710556,NA
Sorocea steinbachii,NA,228.25,0.43391555,0.093810205,NA
Spondias mombin,0.401966667,812.9,1.356949007,0.397370148,0.847877235
Spondias venulosa,NA,573.2,NA,NA,NA
Stachyarrhena acuminata,0.82,NA,NA,NA,NA
Stachyarrhena spicata,NA,187.4,NA,NA,NA
Stenostomum acreanum,NA,337.3,0.698602794,0.191816066,NA
Sterculia aerisperma,0.62,NA,NA,NA,NA
Sterculia apeibophylla,0.47,607.7,1.506184439,0.347873768,NA
Sterculia apetala,0.392222222,599.85,1.86962019,0.390503105,NA
Sterculia colombiana,NA,578,1.134557281,0.339286478,NA
Sterculia excelsa,0.51,440.5,NA,NA,NA
Sterculia frondosa,0.47,456.75,1.077219075,0.21636355,NA
Sterculia kayae,NA,363.2,NA,NA,NA
Sterculia parviflora,NA,306.75,0.854340105,0.085873075,NA
Sterculia pruriens,0.4862,577.1,1.199148185,0.304734442,0.579714171
Sterculia rugosa,0.477666667,NA,NA,NA,NA
Sterculia speciosa,0.51,403.65,0.649675162,0.143174546,NA
Sterculia tessmannii,NA,413,1.051218912,0.17076448,NA
Sterigmapetalum obovatum,0.77,499.75,NA,NA,NA
Strychnos rondeletioides,0.54,NA,NA,NA,NA
Stryphnodendron guianense,0.5675,NA,NA,NA,NA
Stryphnodendron microstachyum,0.390666667,NA,NA,NA,NA
Stryphnodendron paniculatum,0.6535,639.7,0.834195918,NA,NA
Stryphnodendron polystachyum,0.463,724.05,0.903528408,0.256573794,NA
Stryphnodendron pulcherrimum,0.475,571.1,2.022660046,0.721379181,NA
Stryphnodendron racemiferum,0.752,435.7,0.749384487,0.224523781,NA
Styrax guyanensis,0.34,NA,NA,NA,NA
Swartzia arborescens,0.8345,292.5,0.502147588,0.085120244,NA
Swartzia argentea,0.86,296,NA,NA,NA
Swartzia benthamiana,0.737166667,442.85,0.564104498,0.155147614,NA
Swartzia brachyrachis,0.9,451.6,NA,NA,NA
Swartzia cardiosperma,NA,429.5,NA,NA,NA
Swartzia corrugata,1.0565,NA,NA,NA,NA
Swartzia cupavenensis,NA,349.8,NA,NA,NA
Swartzia cuspidata,0.678,NA,NA,NA,NA
Swartzia grandifolia,1.03,234.8,0.19010922,0.070880598,NA
Swartzia guianensis,0.73,215,0.170209156,NA,NA
Swartzia ingifolia,0.815,420,0.338326008,0.101032267,NA
Swartzia jorori,0.48,481.5,1.774235382,0.376855434,NA
Swartzia laevicarpa,0.6125,300.6,0.463309554,NA,NA
Swartzia laxiflora,0.9,NA,NA,NA,NA
Swartzia leblondii,0.83,311.8,0.719495025,0.099239306,NA
Swartzia leiocalycina,0.9715,532,0.644210994,0.208448269,NA
Swartzia myrtifolia,0.9,380,0.730169267,0.240598682,NA
Swartzia oblanceolata,0.86,264.95,0.481715795,0.10142173,NA
Swartzia panacoco,0.92,558.2,0.394832694,0.121819463,NA
Swartzia polyphylla,0.691,1049.55,1.796181172,0.373860463,0.602789896
Swartzia racemosa,NA,401,0.467349337,0.149966307,0.680130175
Swartzia recurva,0.89,396.4,0.550189949,0.152037487,0.401197246
Swartzia remiger,0.835,534,NA,NA,NA
Swartzia reticulata,NA,380.1,0.699300699,0.121075043,0.345384418
Swartzia schomburgkii,NA,715.2,1.285469434,0.354816141,NA
Swartzia tessmannii,NA,259.2,NA,NA,NA
Swartzia tomentifera,0.9,542.1,NA,NA,NA
Swartzia ulei,1,363.4,0.694237062,0.153761571,NA
Sweetia fruticosa,0.68,NA,NA,NA,NA
Swietenia macrophylla,0.500277778,1329.2,NA,NA,NA
Syagrus sancona,NA,229.65,NA,NA,NA
Symmeria paniculata,0.67,507.5,NA,NA,NA
Symphonia globulifera,0.59839881,470.3,1.126542546,0.387161655,0.948458088
Symplocos martinicensis,0.8,NA,NA,NA,NA
Tabebuia aurea,0.76,NA,NA,NA,NA
Tabebuia barbata,0.7,NA,NA,NA,NA
Tabebuia billbergii,0.92,NA,NA,NA,NA
Tabebuia capitata,0.921666667,465.8,NA,NA,NA
Tabebuia chrysantha,1.043333333,NA,NA,NA,NA
Tabebuia fluviatilis,0.58,NA,NA,NA,NA
Tabebuia heptaphylla,0.876666667,505.6,NA,NA,NA
Tabebuia impetiginosa,0.903333333,792.3,0.681652208,0.234190056,NA
Tabebuia incana,0.94,431.5,NA,NA,NA
Tabebuia insignis,0.526,373.75,NA,NA,NA
Tabebuia obscura,1.21,NA,NA,NA,NA
Tabebuia ochracea,0.8,NA,NA,NA,NA
Tabebuia rosea,0.53365,NA,NA,NA,NA
Tabebuia roseoalba,NA,476,1.375,0.433091832,NA
Tabebuia serratifolia,0.924,598.3,0.717928371,0.145935675,NA
Tabebuia stenocalyx,0.55675,NA,NA,NA,NA
Tabernaemontana angulata,NA,199.6,0.140028,0.05533234,NA
Tabernaemontana cymosa,0.47,528.8,1.849306597,0.47925987,NA
Tabernaemontana disticha,NA,323.9,NA,NA,NA
Tabernaemontana undulata,0.585,NA,NA,NA,NA
Tachigali alba,NA,654,NA,NA,NA
Tachigali albiflora,NA,237.6,NA,NA,NA
Tachigali bracteolata,NA,481.45,NA,NA,NA
Tachigali bracteosa,NA,591.5,2.967963237,0.957202215,NA
Tachigali cavipes,0.555,NA,NA,NA,NA
Tachigali chrysophylla,0.5405,629.4,1.963333333,0.668549428,NA
Tachigali eriopetala,NA,769.8,1.622405338,0.48389207,NA
Tachigali formicarum,NA,483.55,NA,NA,NA
Tachigali guianensis,0.625,488.95,NA,NA,NA
Tachigali hypoleuca,0.71,NA,NA,NA,NA
Tachigali melinonii,NA,652.8,2.043056142,0.612300728,0.659691844
Tachigali multijuga,0.57,NA,NA,NA,NA
Tachigali myrmecophila,0.476,662.6,1.92,0.60726921,0.871878877
Tachigali paniculata,0.5545,510.4,1.828554152,0.388366929,2.101609869
Tachigali paraensis,NA,892.6,2.978442689,0.892799611,NA
Tachigali peruviana,0.763,NA,NA,NA,NA
Tachigali plumbea,NA,537.4,NA,NA,NA
Tachigali poeppigiana,NA,539.3,1.898610296,0.588304495,2.14769529
Tachigali ptychophysca,NA,569,1.51484403,0.553830786,NA
Tachigali setifera,0.67,NA,NA,NA,NA
Tachigali tessmannii,NA,523.7,1.351902031,0.411665021,NA
Tachigali vasquezii,NA,630.9,2.926601148,1.122988652,NA
Tachigali vulgaris,NA,830,2.108766783,0.885892444,NA
Talisia cerasina,NA,236.7,0.630983823,0.137861057,NA
Talisia cupularis,NA,304.75,0.570123592,0.126217869,NA
Talisia dasyclada,NA,351.8,NA,NA,NA
Talisia esculenta,0.852333333,268.5,0.686485039,0.260724412,NA
Talisia furfuracea,NA,426.4,0.431834252,0.0962739,NA
Talisia hexaphylla,NA,282.9,0.532678408,0.124680303,NA
Talisia longifolia,NA,304,0.488363452,0.104624576,NA
Talisia macrophylla,0.94,NA,NA,NA,NA
Talisia megaphylla,0.86,NA,NA,NA,NA
Talisia microphylla,0.8165,NA,NA,NA,NA
Talisia mollis,NA,297.2,NA,NA,NA
Talisia praealta,NA,362.5,0.27711406,0.075206338,NA
Talisia retusa,NA,239,NA,NA,NA
Talisia simaboides,NA,322.2,0.409091678,0.087377957,NA
Talisia squarrosa,0.855,556.5,0.60211922,0.23523317,0.430786318
Talisia sylvatica,0.855,NA,NA,NA,NA
Tapirira guianensis,0.457,534,1.662292263,0.550890008,1.460667767
Tapirira obtusa,0.293,431.1,1.587288136,0.526843639,NA
Tapura acreana,0.62,NA,NA,NA,NA
Tapura amazonica,NA,315.2,0.393349495,0.093040076,NA
Tapura capitulifera,0.7205,735.5,0.808823529,0.185862966,NA
Tapura guianensis,0.58,220.5,0.231688074,0.058355755,0.77718003
Tapura juruana,NA,441.9,0.628441965,0.134279961,0.407270893
Taralea oppositifolia,0.896666667,668,0.582895366,0.287950862,NA
Tecoma stans,0.47,NA,NA,NA,NA
Terminalia amazonia,0.6735,833.5,1.525941809,0.344383871,0.647579248
Terminalia argentea,0.81,NA,NA,NA,NA
Terminalia catappa,0.469777778,194.75,NA,NA,NA
Terminalia dichotoma,0.707666667,NA,NA,NA,NA
Terminalia guyanensis,0.7146,1104.25,1.818418583,0.383451479,NA
Terminalia lucida,0.65,NA,NA,NA,NA
Terminalia oblonga,0.694166667,713,1.181703508,0.287546238,NA
Ternstroemia candolleana,NA,244.2,0.343997248,0.12254902,NA
Ternstroemia dentata,0.69,NA,NA,NA,NA
Tetragastris altissima,0.707857143,536.8,0.811965812,0.230373985,0.831646447
Tetragastris hostmannii,0.72,601.5,0.795714001,NA,NA
Tetragastris panamensis,0.717333333,402.6,0.572838736,0.147956421,0.615579992
Tetrastylidium peruvianum,NA,300,NA,NA,NA
Tetrathylacium macrophyllum,0.62,186.7,0.465069488,0.099177372,0.955874825
Theobroma cacao,0.42,236,0.585418217,0.124981111,1.271848637
Theobroma glaucum,NA,170.8,0.197990442,0.060934227,NA
Theobroma grandiflorum,NA,245.2,NA,NA,NA
Theobroma obovatum,0.47,315.7,0.485467844,0.150756536,NA
Theobroma speciosum,0.63,190,0.332036144,0.089671806,0.388034948
Theobroma subincanum,0.47,274,0.442252776,0.108307513,0.493028371
Theobroma sylvestre,0.668,152.4,0.194384273,0.035493786,0.598208619
Thyrsodium guianense,0.65,394.75,0.539215686,0.200190846,NA
Thyrsodium puberulum,NA,384.6,0.823043477,0.307513156,NA
Thyrsodium spruceanum,0.54,384.7,0.753572689,0.202056102,NA
Tipuana tipu,0.57,NA,NA,NA,NA
Tococa guianensis,NA,322.4,1.089310689,0.284325763,NA
Tocoyena williamsii,0.62,NA,NA,NA,NA
Toulicia guianensis,0.603,320.4,NA,NA,NA
Toulicia pulvinata,0.615,216,NA,NA,NA
Touroulia guianensis,0.76,206.8,0.541888154,0.161548778,NA
Tovomita calophyllophylla,NA,268.4,0.238891543,0.107495879,NA
Tovomita choisyana,0.58,200,NA,NA,NA
Tovomita gracilipes,0.86,NA,NA,NA,NA
Tovomita guianensis,0.6,NA,NA,NA,NA
Tovomita laurina,NA,183.1,0.337537152,0.168765426,NA
Tovomita umbellata,0.86,259.9,NA,NA,NA
Trattinnickia aspera,0.424,557.4,1.009414768,0.219760867,NA
Trattinnickia burserifolia,0.46,454.6,0.534029925,0.163441252,NA
Trattinnickia demerarae,0.415333333,NA,NA,NA,NA
Trattinnickia glaziovii,0.5205,661.25,0.811536976,0.328002302,0.757350022
Trattinnickia lawrancei,0.45,NA,NA,NA,NA
Trattinnickia peruviana,0.56,386.25,0.465549348,NA,NA
Trattinnickia rhoifolia,0.451142857,936.75,0.716199051,0.208040065,NA
Trema integerrima,0.3,NA,NA,NA,NA
Trema micrantha,0.319,330.85,3.256005265,1.260571042,NA
Trichanthera gigantea,0.45,NA,NA,NA,NA
Trichilia adolfi,NA,413.9,0.725792482,0.252854038,NA
Trichilia areolata,NA,166.3,NA,NA,NA
Trichilia cipo,NA,200.95,0.310050599,0.102480205,NA
Trichilia elegans,NA,189.05,0.678733032,0.192156204,3.894146093
Trichilia hirta,0.55,NA,NA,NA,NA
Trichilia inaequilatera,NA,327.5,NA,NA,NA
Trichilia laxipaniculata,NA,290.7,0.60913875,0.204835064,NA
Trichilia lecointei,0.9,210,NA,NA,NA
Trichilia martiana,0.47,NA,NA,NA,NA
Trichilia maynasiana,0.69,212.85,0.640600859,0.172257219,NA
Trichilia micrantha,0.6125,324.4,0.524624727,0.153618451,NA
Trichilia pachypoda,NA,406.6,0.961410669,0.178894751,NA
Trichilia pallida,0.68,293.6,0.452325431,0.136765846,0.553847549
Trichilia pleeana,0.675,436.5,0.847545105,0.236999855,2.036757416
Trichilia poeppigii,NA,220,0.45035824,0.129377106,1.848333222
Trichilia quadrijuga,0.54825,276.5,0.415049665,0.131238417,0.930226651
Trichilia rubra,0.585,242,0.564484848,0.146672151,NA
Trichilia schomburgkii,0.686666667,228,0.225638547,0.072409925,0.901853512
Trichilia septentrionalis,NA,296.8,0.5414224,0.165834137,1.588383575
Trichilia solitudinis,NA,541,0.681945236,0.200589865,NA
Trichilia surinamensis,0.46,NA,NA,NA,NA
Trichilia trifolia,0.8,287.65,NA,NA,NA
Trichospermum galeottii,0.27,NA,NA,NA,NA
Trigynaea duckei,NA,165.7,0.504632049,0.126514192,NA
Triplaris americana,0.49,221.75,1.483542549,0.391107956,4.220350956
Triplaris caracasana,NA,160.9,NA,NA,NA
Triplaris cumingiana,0.52,NA,NA,NA,NA
Triplaris peruviana,0.515,NA,NA,NA,NA
Triplaris poeppigiana,0.49,230.1,1.367372055,0.344689233,NA
Triplaris weigeltiana,0.4855,241.4,NA,NA,NA
Trophis caucana,0.47,NA,NA,NA,NA
Trophis racemosa,0.659333333,NA,NA,NA,NA
Trymatococcus amazonicus,0.6595,260.5,0.337019349,0.084639128,NA
Trymatococcus oligandrus,0.61,245.15,0.35279025,0.09471037,NA
Turpinia occidentalis,0.335,287.5,0.978764056,0.262589179,NA
Unonopsis duckei,NA,258.3,0.34672403,0.103180453,0.502215592
Unonopsis floribunda,0.42,310,0.736186584,0.179045946,1.356244868
Unonopsis glaucopetala,0.62,203,NA,NA,NA
Unonopsis guatterioides,0.52,270.25,1.449275362,0.320207318,1.193372249
Unonopsis perrottetii,NA,202.35,NA,NA,NA
Unonopsis rufescens,0.605,184,0.28518431,0.09943051,NA
Unonopsis spectabilis,0.62,NA,NA,NA,NA
Unonopsis stipitata,0.686,NA,NA,NA,NA
Unonopsis veneficiorum,0.436,NA,NA,NA,NA
Urera caracasana,0.335,277.4,1.439099284,0.527936644,4.695741259
Vantanea guianensis,NA,504,NA,NA,NA
Vantanea macrocarpa,0.832,386.25,0.573059315,0.190165009,NA
Vantanea micrantha,0.975,NA,NA,NA,NA
Vantanea parviflora,0.8335,572.65,0.840738864,0.294549601,0.349224107
Vatairea erythrocarpa,NA,637.4,1.171873353,0.353960017,NA
Vatairea guianensis,0.672,630,NA,NA,NA
Vatairea macrocarpa,0.69,NA,NA,NA,NA
Vatairea paraensis,0.71,NA,NA,NA,NA
Vatairea sericea,0.665,NA,NA,NA,NA
Vataireopsis speciosa,0.65,NA,NA,NA,NA
Vataireopsis surinamensis,0.57,NA,NA,NA,NA
Virola albidiflora,0.45,NA,NA,NA,NA
Virola caducifolia,0.461,NA,NA,NA,NA
Virola calophylla,0.472333333,316,0.785027586,0.191054128,1.377761513
Virola carinata,0.513333333,NA,NA,NA,NA
